date,sku_id,units_sold,revenue,unit_price,promo_flag
2025-07-11,SKU0004,14,47238.94,3374.21,0
2025-07-12,SKU0004,18,60735.78,3374.21,0
2025-07-13,SKU0004,17,57361.57,3374.21,0
2025-07-14,SKU0004,22,74232.62,3374.21,0
2025-07-15,SKU0004,25,84355.25,3374.21,0
2025-07-16,SKU0004,19,64109.99,3374.21,0
2025-07-17,SKU0004,14,47238.94,3374.21,0
2025-07-18,SKU0004,21,70858.41,3374.21,0
2025-07-19,SKU0004,15,50613.15,3374.21,0
2025-07-20,SKU0004,12,40490.52,3374.21,0
2025-07-21,SKU0004,21,70858.41,3374.21,0
2025-07-22,SKU0004,24,80981.04,3374.21,0
2025-07-23,SKU0004,23,77606.83,3374.21,0
2025-07-24,SKU0004,38,128219.98,3374.21,0
2025-07-25,SKU0004,22,74232.62,3374.21,0
2025-07-26,SKU0004,29,97852.09,3374.21,0
2025-07-27,SKU0004,22,74232.62,3374.21,0
2025-07-28,SKU0004,27,91103.67,3374.21,0
2025-07-29,SKU0004,25,84355.25,3374.21,0
2025-07-30,SKU0004,35,118097.35,3374.21,0
2025-07-31,SKU0004,14,47238.94,3374.21,0
2025-08-01,SKU0004,24,80981.04,3374.21,0
2025-08-02,SKU0004,14,47238.94,3374.21,0
2025-08-03,SKU0004,20,67484.2,3374.21,0
2025-08-04,SKU0004,12,40490.52,3374.21,0
2025-08-05,SKU0004,17,57361.57,3374.21,0
2025-08-06,SKU0004,23,77606.83,3374.21,0
2025-08-07,SKU0004,16,53987.36,3374.21,0
2025-08-08,SKU0004,10,33742.1,3374.21,0
2025-08-09,SKU0004,8,26993.68,3374.21,0
2025-08-10,SKU0004,12,40490.52,3374.21,0
2025-08-11,SKU0004,16,53987.36,3374.21,0
2025-08-12,SKU0004,24,80981.04,3374.21,0
2025-08-13,SKU0004,23,77606.83,3374.21,0
2025-08-14,SKU0004,27,91103.67,3374.21,0
2025-08-15,SKU0004,38,128219.98,3374.21,0
2025-08-16,SKU0004,28,94477.88,3374.21,0
2025-08-17,SKU0004,19,64109.99,3374.21,0
2025-08-18,SKU0004,20,67484.2,3374.21,0
2025-08-19,SKU0004,36,121471.56,3374.21,0
2025-08-20,SKU0004,31,104600.51,3374.21,0
2025-08-21,SKU0004,18,60735.78,3374.21,0
2025-08-22,SKU0004,27,91103.67,3374.21,0
2025-08-23,SKU0004,9,30367.89,3374.21,0
2025-08-24,SKU0004,16,53987.36,3374.21,0
2025-08-25,SKU0004,20,67484.2,3374.21,0
2025-08-26,SKU0004,29,97852.09,3374.21,0
2025-08-27,SKU0004,42,141716.82,3374.21,0
2025-08-28,SKU0004,8,26993.68,3374.21,0
2025-08-29,SKU0004,25,84355.25,3374.21,0
2025-08-30,SKU0004,4,13496.84,3374.21,0
2025-08-31,SKU0004,12,40490.52,3374.21,0
2024-11-16,SKU0005,34,190454.06,5601.59,0
2024-11-17,SKU0005,48,268876.32,5601.59,0
2024-11-18,SKU0005,23,128836.57,5601.59,0
2024-11-19,SKU0005,46,257673.14,5601.59,0
2024-11-20,SKU0005,18,100828.62,5601.59,0
2024-11-21,SKU0005,36,201657.24,5601.59,0
2024-11-22,SKU0005,11,61617.49,5601.59,0
2024-11-23,SKU0005,26,145641.34,5601.59,0
2024-11-24,SKU0005,0,0.0,5601.59,0
2024-11-25,SKU0005,14,78422.26,5601.59,0
2024-11-26,SKU0005,56,313689.04,5601.59,0
2024-11-27,SKU0005,12,67219.08,5601.59,0
2024-11-28,SKU0005,27,151242.93,5601.59,0
2024-11-29,SKU0005,30,168047.7,5601.59,0
2024-11-30,SKU0005,11,61617.49,5601.59,0
2024-12-01,SKU0005,12,67219.08,5601.59,0
2024-12-02,SKU0005,21,117633.39,5601.59,0
2024-12-03,SKU0005,13,72820.67,5601.59,0
2024-12-04,SKU0005,34,190454.06,5601.59,0
2024-12-05,SKU0005,35,196055.65,5601.59,0
2024-12-06,SKU0005,16,89625.44,5601.59,0
2024-12-07,SKU0005,39,218462.01,5601.59,0
2024-12-08,SKU0005,16,89625.44,5601.59,0
2024-12-09,SKU0005,44,246469.96,5601.59,0
2024-12-10,SKU0005,14,78422.26,5601.59,0
2024-12-11,SKU0005,27,151242.93,5601.59,0
2024-12-12,SKU0005,42,235266.78,5601.59,0
2024-12-13,SKU0005,32,179250.88,5601.59,0
2024-12-14,SKU0005,18,100828.62,5601.59,0
2024-12-15,SKU0005,31,173649.29,5601.59,0
2024-12-16,SKU0005,27,151242.93,5601.59,0
2024-12-17,SKU0005,13,72820.67,5601.59,0
2024-12-18,SKU0005,36,201657.24,5601.59,0
2024-12-19,SKU0005,56,313689.04,5601.59,0
2024-12-20,SKU0005,62,282665.9,4559.13,1
2024-12-21,SKU0005,47,214278.99,4559.13,1
2024-12-22,SKU0005,56,255311.14,4559.13,1
2024-12-23,SKU0005,16,72946.04,4559.13,1
2024-12-24,SKU0005,54,246192.88,4559.13,1
2024-12-25,SKU0005,32,145892.08,4559.13,1
2024-12-26,SKU0005,39,177805.97,4559.13,1
2024-12-27,SKU0005,81,369289.32,4559.13,1
2024-12-28,SKU0005,40,182365.1,4559.13,1
2024-12-29,SKU0005,36,164128.59,4559.13,1
2024-12-30,SKU0005,81,369289.32,4559.13,1
2024-12-31,SKU0005,27,123096.44,4559.13,1
2025-01-01,SKU0005,21,117633.39,5601.59,0
2025-01-02,SKU0005,33,184852.47,5601.59,0
2025-01-03,SKU0005,18,100828.62,5601.59,0
2025-01-04,SKU0005,9,50414.31,5601.59,0
2025-01-05,SKU0005,27,151242.93,5601.59,0
2025-01-06,SKU0005,25,140039.75,5601.59,0
2025-01-07,SKU0005,53,296884.27,5601.59,0
2025-01-08,SKU0005,22,123234.98,5601.59,0
2025-01-09,SKU0005,30,168047.7,5601.59,0
2025-01-10,SKU0005,54,302485.86,5601.59,0
2025-01-11,SKU0005,12,67219.08,5601.59,0
2025-01-12,SKU0005,12,67219.08,5601.59,0
2025-01-13,SKU0005,27,151242.93,5601.59,0
2025-01-14,SKU0005,15,84023.85,5601.59,0
2025-01-15,SKU0005,29,162446.11,5601.59,0
2025-01-16,SKU0005,21,117633.39,5601.59,0
2025-01-17,SKU0005,18,100828.62,5601.59,0
2025-01-18,SKU0005,14,78422.26,5601.59,0
2025-01-19,SKU0005,30,168047.7,5601.59,0
2025-01-20,SKU0005,24,134438.16,5601.59,0
2025-01-21,SKU0005,18,100828.62,5601.59,0
2025-01-22,SKU0005,22,123234.98,5601.59,0
2025-01-23,SKU0005,26,145641.34,5601.59,0
2025-01-24,SKU0005,20,112031.8,5601.59,0
2025-01-25,SKU0005,17,95227.03,5601.59,0
2025-01-26,SKU0005,22,123234.98,5601.59,0
2025-01-27,SKU0005,3,16804.77,5601.59,0
2025-01-28,SKU0005,19,106430.21,5601.59,0
2025-01-29,SKU0005,35,196055.65,5601.59,0
2025-01-30,SKU0005,13,72820.67,5601.59,0
2025-01-31,SKU0005,42,235266.78,5601.59,0
2025-02-01,SKU0005,18,100828.62,5601.59,0
2025-02-02,SKU0005,18,100828.62,5601.59,0
2025-02-03,SKU0005,26,145641.34,5601.59,0
2025-02-04,SKU0005,27,151242.93,5601.59,0
2025-02-05,SKU0005,11,61617.49,5601.59,0
2025-02-06,SKU0005,21,117633.39,5601.59,0
2025-02-07,SKU0005,14,78422.26,5601.59,0
2025-02-08,SKU0005,21,117633.39,5601.59,0
2025-02-09,SKU0005,0,0.0,5601.59,0
2025-02-10,SKU0005,13,72820.67,5601.59,0
2025-02-11,SKU0005,47,263274.73,5601.59,0
2025-02-12,SKU0005,44,246469.96,5601.59,0
2025-02-13,SKU0005,40,224063.6,5601.59,0
2025-02-14,SKU0005,28,156844.52,5601.59,0
2025-02-15,SKU0005,37,207258.83,5601.59,0
2025-02-16,SKU0005,29,162446.11,5601.59,0
2025-02-17,SKU0005,14,78422.26,5601.59,0
2025-02-18,SKU0005,44,246469.96,5601.59,0
2025-02-19,SKU0005,29,162446.11,5601.59,0
2025-02-20,SKU0005,45,252071.55,5601.59,0
2025-02-21,SKU0005,18,100828.62,5601.59,0
2025-02-22,SKU0005,40,224063.6,5601.59,0
2025-02-23,SKU0005,23,128836.57,5601.59,0
2025-02-24,SKU0005,43,240868.37,5601.59,0
2025-02-25,SKU0005,59,330493.81,5601.59,0
2025-02-26,SKU0005,22,123234.98,5601.59,0
2025-02-27,SKU0005,21,117633.39,5601.59,0
2025-02-28,SKU0005,11,61617.49,5601.59,0
2025-03-01,SKU0005,9,50414.31,5601.59,0
2025-03-02,SKU0005,37,207258.83,5601.59,0
2025-03-03,SKU0005,16,89625.44,5601.59,0
2025-03-04,SKU0005,25,140039.75,5601.59,0
2025-03-05,SKU0005,34,190454.06,5601.59,0
2025-03-06,SKU0005,3,16804.77,5601.59,0
2025-03-07,SKU0005,35,196055.65,5601.59,0
2025-03-08,SKU0005,15,84023.85,5601.59,0
2025-03-09,SKU0005,37,207258.83,5601.59,0
2025-03-10,SKU0005,23,128836.57,5601.59,0
2025-03-11,SKU0005,63,352900.17,5601.59,0
2025-03-12,SKU0005,29,162446.11,5601.59,0
2025-03-13,SKU0005,1,5601.59,5601.59,0
2025-03-14,SKU0005,11,61617.49,5601.59,0
2025-03-15,SKU0005,11,61617.49,5601.59,0
2025-03-16,SKU0005,9,50414.31,5601.59,0
2025-03-17,SKU0005,25,140039.75,5601.59,0
2025-03-18,SKU0005,26,145641.34,5601.59,0
2025-03-19,SKU0005,9,50414.31,5601.59,0
2025-03-20,SKU0005,37,207258.83,5601.59,0
2025-03-21,SKU0005,21,117633.39,5601.59,0
2025-03-22,SKU0005,16,89625.44,5601.59,0
2025-03-23,SKU0005,15,84023.85,5601.59,0
2025-03-24,SKU0005,19,106430.21,5601.59,0
2025-03-25,SKU0005,25,140039.75,5601.59,0
2025-03-26,SKU0005,46,257673.14,5601.59,0
2025-03-27,SKU0005,22,123234.98,5601.59,0
2025-03-28,SKU0005,41,229665.19,5601.59,0
2025-03-29,SKU0005,8,44812.72,5601.59,0
2025-03-30,SKU0005,25,140039.75,5601.59,0
2025-03-31,SKU0005,30,168047.7,5601.59,0
2025-04-01,SKU0005,27,151242.93,5601.59,0
2025-04-02,SKU0005,12,67219.08,5601.59,0
2025-04-03,SKU0005,11,61617.49,5601.59,0
2025-04-04,SKU0005,13,72820.67,5601.59,0
2025-04-05,SKU0005,14,78422.26,5601.59,0
2025-04-06,SKU0005,14,78422.26,5601.59,0
2025-04-07,SKU0005,2,11203.18,5601.59,0
2025-04-08,SKU0005,15,84023.85,5601.59,0
2025-04-09,SKU0005,19,106430.21,5601.59,0
2025-04-10,SKU0005,18,100828.62,5601.59,0
2025-04-11,SKU0005,13,72820.67,5601.59,0
2025-04-12,SKU0005,18,100828.62,5601.59,0
2025-04-13,SKU0005,11,61617.49,5601.59,0
2025-04-14,SKU0005,31,173649.29,5601.59,0
2025-04-15,SKU0005,14,78422.26,5601.59,0
2025-04-16,SKU0005,40,224063.6,5601.59,0
2025-04-17,SKU0005,37,207258.83,5601.59,0
2025-04-18,SKU0005,8,44812.72,5601.59,0
2025-04-19,SKU0005,14,78422.26,5601.59,0
2025-04-20,SKU0005,9,50414.31,5601.59,0
2025-04-21,SKU0005,20,112031.8,5601.59,0
2025-04-22,SKU0005,13,72820.67,5601.59,0
2025-04-23,SKU0005,34,190454.06,5601.59,0
2025-04-24,SKU0005,8,44812.72,5601.59,0
2025-04-25,SKU0005,18,100828.62,5601.59,0
2025-04-26,SKU0005,24,134438.16,5601.59,0
2025-04-27,SKU0005,33,184852.47,5601.59,0
2025-04-28,SKU0005,12,67219.08,5601.59,0
2025-04-29,SKU0005,21,117633.39,5601.59,0
2025-04-30,SKU0005,23,128836.57,5601.59,0
2025-05-01,SKU0005,22,123234.98,5601.59,0
2025-05-02,SKU0005,7,39211.13,5601.59,0
2025-05-03,SKU0005,11,61617.49,5601.59,0
2025-05-04,SKU0005,43,240868.37,5601.59,0
2025-05-05,SKU0005,25,140039.75,5601.59,0
2025-05-06,SKU0005,4,22406.36,5601.59,0
2025-05-07,SKU0005,20,112031.8,5601.59,0
2025-05-08,SKU0005,0,0.0,5601.59,0
2025-05-09,SKU0005,21,117633.39,5601.59,0
2025-05-10,SKU0005,22,123234.98,5601.59,0
2025-05-11,SKU0005,12,67219.08,5601.59,0
2025-05-12,SKU0005,16,89625.44,5601.59,0
2025-05-13,SKU0005,37,207258.83,5601.59,0
2025-05-14,SKU0005,4,22406.36,5601.59,0
2025-05-15,SKU0005,7,39211.13,5601.59,0
2025-05-16,SKU0005,21,117633.39,5601.59,0
2025-05-17,SKU0005,14,78422.26,5601.59,0
2025-05-18,SKU0005,19,106430.21,5601.59,0
2025-05-19,SKU0005,10,56015.9,5601.59,0
2025-05-20,SKU0005,27,151242.93,5601.59,0
2025-05-21,SKU0005,34,190454.06,5601.59,0
2025-05-22,SKU0005,21,117633.39,5601.59,0
2025-05-23,SKU0005,21,117633.39,5601.59,0
2025-05-24,SKU0005,19,106430.21,5601.59,0
2025-05-25,SKU0005,5,28007.95,5601.59,0
2025-05-26,SKU0005,27,151242.93,5601.59,0
2025-05-27,SKU0005,22,123234.98,5601.59,0
2025-05-28,SKU0005,20,112031.8,5601.59,0
2025-05-29,SKU0005,33,184852.47,5601.59,0
2025-05-30,SKU0005,12,67219.08,5601.59,0
2025-05-31,SKU0005,27,151242.93,5601.59,0
2025-06-01,SKU0005,53,241633.76,4559.13,1
2025-06-02,SKU0005,58,264429.39,4559.13,1
2025-06-03,SKU0005,22,100300.8,4559.13,1
2025-06-04,SKU0005,0,0.0,4559.13,1
2025-06-05,SKU0005,88,401203.22,4559.13,1
2025-06-06,SKU0005,48,218838.12,4559.13,1
2025-06-07,SKU0005,25,113978.19,4559.13,1
2025-06-08,SKU0005,51,232515.5,4559.13,1
2025-06-09,SKU0005,23,104859.93,4559.13,1
2025-06-10,SKU0005,23,104859.93,4559.13,1
2025-06-11,SKU0005,32,179250.88,5601.59,0
2025-06-12,SKU0005,13,72820.67,5601.59,0
2025-06-13,SKU0005,20,112031.8,5601.59,0
2025-06-14,SKU0005,31,173649.29,5601.59,0
2025-06-15,SKU0005,15,84023.85,5601.59,0
2025-06-16,SKU0005,27,151242.93,5601.59,0
2025-06-17,SKU0005,26,145641.34,5601.59,0
2025-06-18,SKU0005,17,95227.03,5601.59,0
2025-06-19,SKU0005,0,0.0,5601.59,0
2025-06-20,SKU0005,8,44812.72,5601.59,0
2025-06-21,SKU0005,23,128836.57,5601.59,0
2025-06-22,SKU0005,7,39211.13,5601.59,0
2025-06-23,SKU0005,20,112031.8,5601.59,0
2025-06-24,SKU0005,35,196055.65,5601.59,0
2025-06-25,SKU0005,35,196055.65,5601.59,0
2025-06-26,SKU0005,21,117633.39,5601.59,0
2025-06-27,SKU0005,11,61617.49,5601.59,0
2025-06-28,SKU0005,20,112031.8,5601.59,0
2025-06-29,SKU0005,22,123234.98,5601.59,0
2025-06-30,SKU0005,21,117633.39,5601.59,0
2025-07-01,SKU0005,19,106430.21,5601.59,0
2025-07-02,SKU0005,21,117633.39,5601.59,0
2025-07-03,SKU0005,30,168047.7,5601.59,0
2025-07-04,SKU0005,13,72820.67,5601.59,0
2025-07-05,SKU0005,14,78422.26,5601.59,0
2025-07-06,SKU0005,37,207258.83,5601.59,0
2025-07-07,SKU0005,19,106430.21,5601.59,0
2025-07-08,SKU0005,38,212860.42,5601.59,0
2025-07-09,SKU0005,29,162446.11,5601.59,0
2025-07-10,SKU0005,32,179250.88,5601.59,0
2025-07-11,SKU0005,9,50414.31,5601.59,0
2025-07-12,SKU0005,9,50414.31,5601.59,0
2025-07-13,SKU0005,23,128836.57,5601.59,0
2025-07-14,SKU0005,23,128836.57,5601.59,0
2025-07-15,SKU0005,10,56015.9,5601.59,0
2025-07-16,SKU0005,29,162446.11,5601.59,0
2025-07-17,SKU0005,0,0.0,5601.59,0
2025-07-18,SKU0005,15,84023.85,5601.59,0
2025-07-19,SKU0005,33,184852.47,5601.59,0
2025-07-20,SKU0005,17,95227.03,5601.59,0
2025-07-21,SKU0005,20,112031.8,5601.59,0
2025-07-22,SKU0005,0,0.0,5601.59,0
2025-07-23,SKU0005,16,89625.44,5601.59,0
2025-07-24,SKU0005,24,134438.16,5601.59,0
2025-07-25,SKU0005,35,196055.65,5601.59,0
2025-07-26,SKU0005,26,145641.34,5601.59,0
2025-07-27,SKU0005,17,95227.03,5601.59,0
2025-07-28,SKU0005,27,151242.93,5601.59,0
2025-07-29,SKU0005,11,61617.49,5601.59,0
2025-07-30,SKU0005,30,168047.7,5601.59,0
2025-07-31,SKU0005,10,56015.9,5601.59,0
2025-08-01,SKU0005,4,22406.36,5601.59,0
2025-08-02,SKU0005,8,44812.72,5601.59,0
2025-08-03,SKU0005,17,95227.03,5601.59,0
2025-08-04,SKU0005,20,112031.8,5601.59,0
2025-08-05,SKU0005,28,156844.52,5601.59,0
2025-08-06,SKU0005,15,84023.85,5601.59,0
2025-08-07,SKU0005,5,28007.95,5601.59,0
2025-08-08,SKU0005,29,162446.11,5601.59,0
2025-08-09,SKU0005,0,0.0,5601.59,0
2025-08-10,SKU0005,16,89625.44,5601.59,0
2025-08-11,SKU0005,27,151242.93,5601.59,0
2025-08-12,SKU0005,19,106430.21,5601.59,0
2025-08-13,SKU0005,23,128836.57,5601.59,0
2025-08-14,SKU0005,5,28007.95,5601.59,0
2025-08-15,SKU0005,22,123234.98,5601.59,0
2025-08-16,SKU0005,9,50414.31,5601.59,0
2025-08-17,SKU0005,20,112031.8,5601.59,0
2025-08-18,SKU0005,30,168047.7,5601.59,0
2025-08-19,SKU0005,11,61617.49,5601.59,0
2025-08-20,SKU0005,18,100828.62,5601.59,0
2025-08-21,SKU0005,31,173649.29,5601.59,0
2025-08-22,SKU0005,23,128836.57,5601.59,0
2025-08-23,SKU0005,15,84023.85,5601.59,0
2025-08-24,SKU0005,38,212860.42,5601.59,0
2025-08-25,SKU0005,26,145641.34,5601.59,0
2025-08-26,SKU0005,26,145641.34,5601.59,0
2025-08-27,SKU0005,8,44812.72,5601.59,0
2025-08-28,SKU0005,0,0.0,5601.59,0
2025-08-29,SKU0005,21,117633.39,5601.59,0
2025-08-30,SKU0005,29,162446.11,5601.59,0
2025-08-31,SKU0005,27,151242.93,5601.59,0
2024-12-18,SKU0006,8,14102.4,1762.8,0
2024-12-19,SKU0006,4,7051.2,1762.8,0
2024-12-20,SKU0006,7,11054.46,1579.21,1
2024-12-21,SKU0006,12,18950.51,1579.21,1
2024-12-22,SKU0006,24,37901.02,1579.21,1
2024-12-23,SKU0006,10,15792.09,1579.21,1
2024-12-24,SKU0006,13,20529.72,1579.21,1
2024-12-25,SKU0006,28,44217.86,1579.21,1
2024-12-26,SKU0006,13,20529.72,1579.21,1
2024-12-27,SKU0006,14,22108.93,1579.21,1
2024-12-28,SKU0006,17,26846.56,1579.21,1
2024-12-29,SKU0006,18,28425.77,1579.21,1
2024-12-30,SKU0006,15,23688.14,1579.21,1
2024-12-31,SKU0006,32,50534.69,1579.21,1
2025-01-01,SKU0006,2,3525.6,1762.8,0
2025-01-02,SKU0006,4,7051.2,1762.8,0
2025-01-03,SKU0006,5,8814.0,1762.8,0
2025-01-04,SKU0006,9,15865.2,1762.8,0
2025-01-05,SKU0006,9,15865.2,1762.8,0
2025-01-06,SKU0006,9,15865.2,1762.8,0
2025-01-07,SKU0006,9,15865.2,1762.8,0
2025-01-08,SKU0006,7,12339.6,1762.8,0
2025-01-09,SKU0006,14,24679.2,1762.8,0
2025-01-10,SKU0006,5,8814.0,1762.8,0
2025-01-11,SKU0006,5,8814.0,1762.8,0
2025-01-12,SKU0006,2,3525.6,1762.8,0
2025-01-13,SKU0006,6,10576.8,1762.8,0
2025-01-14,SKU0006,14,24679.2,1762.8,0
2025-01-15,SKU0006,14,24679.2,1762.8,0
2025-01-16,SKU0006,8,14102.4,1762.8,0
2025-01-17,SKU0006,9,15865.2,1762.8,0
2025-01-18,SKU0006,4,7051.2,1762.8,0
2025-01-19,SKU0006,10,17628.0,1762.8,0
2025-01-20,SKU0006,18,31730.4,1762.8,0
2025-01-21,SKU0006,9,15865.2,1762.8,0
2025-01-22,SKU0006,3,5288.4,1762.8,0
2025-01-23,SKU0006,41,72274.8,1762.8,0
2025-01-24,SKU0006,9,15865.2,1762.8,0
2025-01-25,SKU0006,9,15865.2,1762.8,0
2025-01-26,SKU0006,13,22916.4,1762.8,0
2025-01-27,SKU0006,12,21153.6,1762.8,0
2025-01-28,SKU0006,17,29967.6,1762.8,0
2025-01-29,SKU0006,8,14102.4,1762.8,0
2025-01-30,SKU0006,17,29967.6,1762.8,0
2025-01-31,SKU0006,4,7051.2,1762.8,0
2025-02-01,SKU0006,9,15865.2,1762.8,0
2025-02-02,SKU0006,6,10576.8,1762.8,0
2025-02-03,SKU0006,9,15865.2,1762.8,0
2025-02-04,SKU0006,8,14102.4,1762.8,0
2025-02-05,SKU0006,11,19390.8,1762.8,0
2025-02-06,SKU0006,9,15865.2,1762.8,0
2025-02-07,SKU0006,14,24679.2,1762.8,0
2025-02-08,SKU0006,13,22916.4,1762.8,0
2025-02-09,SKU0006,9,15865.2,1762.8,0
2025-02-10,SKU0006,14,24679.2,1762.8,0
2025-02-11,SKU0006,18,31730.4,1762.8,0
2025-02-12,SKU0006,11,19390.8,1762.8,0
2025-02-13,SKU0006,3,5288.4,1762.8,0
2025-02-14,SKU0006,5,8814.0,1762.8,0
2025-02-15,SKU0006,8,14102.4,1762.8,0
2025-02-16,SKU0006,0,0.0,1762.8,0
2025-02-17,SKU0006,20,35256.0,1762.8,0
2025-02-18,SKU0006,10,17628.0,1762.8,0
2025-02-19,SKU0006,7,12339.6,1762.8,0
2025-02-20,SKU0006,0,0.0,1762.8,0
2025-02-21,SKU0006,1,1762.8,1762.8,0
2025-02-22,SKU0006,12,21153.6,1762.8,0
2025-02-23,SKU0006,21,37018.8,1762.8,0
2025-02-24,SKU0006,7,12339.6,1762.8,0
2025-02-25,SKU0006,18,31730.4,1762.8,0
2025-02-26,SKU0006,10,17628.0,1762.8,0
2025-02-27,SKU0006,12,21153.6,1762.8,0
2025-02-28,SKU0006,15,26442.0,1762.8,0
2025-03-01,SKU0006,6,10576.8,1762.8,0
2025-03-02,SKU0006,7,12339.6,1762.8,0
2025-03-03,SKU0006,13,22916.4,1762.8,0
2025-03-04,SKU0006,12,21153.6,1762.8,0
2025-03-05,SKU0006,15,26442.0,1762.8,0
2025-03-06,SKU0006,8,14102.4,1762.8,0
2025-03-07,SKU0006,10,17628.0,1762.8,0
2025-03-08,SKU0006,11,19390.8,1762.8,0
2025-03-09,SKU0006,10,17628.0,1762.8,0
2025-03-10,SKU0006,13,22916.4,1762.8,0
2025-03-11,SKU0006,10,17628.0,1762.8,0
2025-03-12,SKU0006,10,17628.0,1762.8,0
2025-03-13,SKU0006,9,15865.2,1762.8,0
2025-03-14,SKU0006,14,24679.2,1762.8,0
2025-03-15,SKU0006,12,21153.6,1762.8,0
2025-03-16,SKU0006,4,7051.2,1762.8,0
2025-03-17,SKU0006,2,3525.6,1762.8,0
2025-03-18,SKU0006,2,3525.6,1762.8,0
2025-03-19,SKU0006,19,33493.2,1762.8,0
2025-03-20,SKU0006,8,14102.4,1762.8,0
2025-03-21,SKU0006,10,17628.0,1762.8,0
2025-03-22,SKU0006,8,14102.4,1762.8,0
2025-03-23,SKU0006,8,14102.4,1762.8,0
2025-03-24,SKU0006,14,24679.2,1762.8,0
2025-03-25,SKU0006,14,24679.2,1762.8,0
2025-03-26,SKU0006,0,0.0,1762.8,0
2025-03-27,SKU0006,9,15865.2,1762.8,0
2025-03-28,SKU0006,13,22916.4,1762.8,0
2025-03-29,SKU0006,14,24679.2,1762.8,0
2025-03-30,SKU0006,23,40544.4,1762.8,0
2025-03-31,SKU0006,4,7051.2,1762.8,0
2025-04-01,SKU0006,12,21153.6,1762.8,0
2025-04-02,SKU0006,6,10576.8,1762.8,0
2025-04-03,SKU0006,29,51121.2,1762.8,0
2025-04-04,SKU0006,16,28204.8,1762.8,0
2025-04-05,SKU0006,5,8814.0,1762.8,0
2025-04-06,SKU0006,6,10576.8,1762.8,0
2025-04-07,SKU0006,21,37018.8,1762.8,0
2025-04-08,SKU0006,20,35256.0,1762.8,0
2025-04-09,SKU0006,15,26442.0,1762.8,0
2025-04-10,SKU0006,13,22916.4,1762.8,0
2025-04-11,SKU0006,14,24679.2,1762.8,0
2025-04-12,SKU0006,15,26442.0,1762.8,0
2025-04-13,SKU0006,16,28204.8,1762.8,0
2025-04-14,SKU0006,19,33493.2,1762.8,0
2025-04-15,SKU0006,13,22916.4,1762.8,0
2025-04-16,SKU0006,24,42307.2,1762.8,0
2025-04-17,SKU0006,24,42307.2,1762.8,0
2025-04-18,SKU0006,9,15865.2,1762.8,0
2025-04-19,SKU0006,5,8814.0,1762.8,0
2025-04-20,SKU0006,8,14102.4,1762.8,0
2025-04-21,SKU0006,12,21153.6,1762.8,0
2025-04-22,SKU0006,12,21153.6,1762.8,0
2025-04-23,SKU0006,30,52884.0,1762.8,0
2025-04-24,SKU0006,17,29967.6,1762.8,0
2025-04-25,SKU0006,17,29967.6,1762.8,0
2025-04-26,SKU0006,21,37018.8,1762.8,0
2025-04-27,SKU0006,7,12339.6,1762.8,0
2025-04-28,SKU0006,10,17628.0,1762.8,0
2025-04-29,SKU0006,8,14102.4,1762.8,0
2025-04-30,SKU0006,11,19390.8,1762.8,0
2025-05-01,SKU0006,6,10576.8,1762.8,0
2025-05-02,SKU0006,20,35256.0,1762.8,0
2025-05-03,SKU0006,21,37018.8,1762.8,0
2025-05-04,SKU0006,11,19390.8,1762.8,0
2025-05-05,SKU0006,12,21153.6,1762.8,0
2025-05-06,SKU0006,19,33493.2,1762.8,0
2025-05-07,SKU0006,9,15865.2,1762.8,0
2025-05-08,SKU0006,9,15865.2,1762.8,0
2025-05-09,SKU0006,14,24679.2,1762.8,0
2025-05-10,SKU0006,2,3525.6,1762.8,0
2025-05-11,SKU0006,21,37018.8,1762.8,0
2025-05-12,SKU0006,3,5288.4,1762.8,0
2025-05-13,SKU0006,12,21153.6,1762.8,0
2025-05-14,SKU0006,7,12339.6,1762.8,0
2025-05-15,SKU0006,25,44070.0,1762.8,0
2025-05-16,SKU0006,4,7051.2,1762.8,0
2025-05-17,SKU0006,2,3525.6,1762.8,0
2025-05-18,SKU0006,14,24679.2,1762.8,0
2025-05-19,SKU0006,6,10576.8,1762.8,0
2025-05-20,SKU0006,5,8814.0,1762.8,0
2025-05-21,SKU0006,12,21153.6,1762.8,0
2025-05-22,SKU0006,2,3525.6,1762.8,0
2025-05-23,SKU0006,4,7051.2,1762.8,0
2025-05-24,SKU0006,7,12339.6,1762.8,0
2025-05-25,SKU0006,15,26442.0,1762.8,0
2025-05-26,SKU0006,21,37018.8,1762.8,0
2025-05-27,SKU0006,12,21153.6,1762.8,0
2025-05-28,SKU0006,10,17628.0,1762.8,0
2025-05-29,SKU0006,0,0.0,1762.8,0
2025-05-30,SKU0006,6,10576.8,1762.8,0
2025-05-31,SKU0006,15,26442.0,1762.8,0
2025-06-01,SKU0006,39,61589.16,1579.21,1
2025-06-02,SKU0006,29,45797.07,1579.21,1
2025-06-03,SKU0006,11,17371.3,1579.21,1
2025-06-04,SKU0006,19,30004.97,1579.21,1
2025-06-05,SKU0006,37,58430.74,1579.21,1
2025-06-06,SKU0006,9,14212.88,1579.21,1
2025-06-07,SKU0006,9,14212.88,1579.21,1
2025-06-08,SKU0006,20,31584.18,1579.21,1
2025-06-09,SKU0006,19,30004.97,1579.21,1
2025-06-10,SKU0006,13,20529.72,1579.21,1
2025-06-11,SKU0006,12,21153.6,1762.8,0
2025-06-12,SKU0006,11,19390.8,1762.8,0
