sku_id,week_start,forecast_units,forecast_lower,forecast_upper
SKU0098,2025-10-06,241.2,168.8,337.6
SKU0099,2025-09-01,116.8,81.7,163.4
SKU0099,2025-09-08,119.9,84.0,167.9
SKU0099,2025-09-15,116.9,81.8,163.7
SKU0099,2025-09-22,120.2,84.1,168.2
SKU0099,2025-09-29,118.4,82.9,165.8
SKU0099,2025-10-06,118.9,83.2,166.4
SKU0100,2025-09-01,237.0,165.9,331.8
SKU0100,2025-09-08,241.5,169.0,338.1
SKU0100,2025-09-15,251.1,175.8,351.6
SKU0100,2025-09-22,245.9,172.1,344.3
SKU0100,2025-09-29,243.9,170.7,341.4
SKU0100,2025-10-06,245.6,171.9,343.8
SKU0101,2025-09-01,216.2,151.4,302.8
SKU0101,2025-09-08,204.3,143.0,286.0
SKU0101,2025-09-15,209.6,146.7,293.5
SKU0101,2025-09-22,205.3,143.7,287.4
SKU0101,2025-09-29,208.9,146.2,292.4
SKU0101,2025-10-06,207.0,144.9,289.8
SKU0102,2025-09-01,144.1,100.9,201.7
SKU0102,2025-09-08,144.0,100.8,201.6
SKU0102,2025-09-15,146.0,102.2,204.4
SKU0102,2025-09-22,137.8,96.5,192.9
SKU0102,2025-09-29,138.8,97.2,194.4
SKU0102,2025-10-06,144.8,101.4,202.8
SKU0103,2025-09-01,33.5,23.4,46.9
SKU0103,2025-09-08,34.9,24.4,48.8
SKU0103,2025-09-15,33.3,23.3,46.7
SKU0103,2025-09-22,32.9,23.1,46.1
SKU0103,2025-09-29,31.9,22.3,44.7
SKU0103,2025-10-06,32.0,22.4,44.9
SKU0104,2025-09-01,55.5,38.8,77.7
SKU0104,2025-09-08,55.8,39.1,78.1
SKU0104,2025-09-15,58.6,41.0,82.0
SKU0104,2025-09-22,56.9,39.9,79.7
SKU0104,2025-09-29,57.9,40.5,81.1
SKU0104,2025-10-06,57.9,40.5,81.0
SKU0105,2025-09-01,312.5,218.8,437.5
SKU0105,2025-09-08,319.4,223.6,447.1
SKU0105,2025-09-15,333.1,233.2,466.3
SKU0105,2025-09-22,335.7,235.0,469.9
SKU0105,2025-09-29,344.1,240.9,481.8
SKU0105,2025-10-06,324.6,227.2,454.5
SKU0106,2025-09-01,106.5,74.6,149.1
SKU0106,2025-09-08,103.1,72.2,144.4
SKU0106,2025-09-15,98.9,69.2,138.5
SKU0106,2025-09-22,102.9,72.0,144.0
SKU0106,2025-09-29,102.8,72.0,144.0
SKU0106,2025-10-06,101.9,71.4,142.7
SKU0107,2025-09-01,31.2,21.9,43.8
SKU0107,2025-09-08,28.3,19.8,39.6
SKU0107,2025-09-15,27.6,19.3,38.7
SKU0107,2025-09-22,27.6,19.3,38.6
SKU0107,2025-09-29,28.7,20.1,40.2
SKU0107,2025-10-06,28.0,19.6,39.3
SKU0108,2025-09-01,57.0,39.9,79.8
SKU0108,2025-09-08,60.5,42.3,84.7
SKU0108,2025-09-15,58.9,41.2,82.4
SKU0108,2025-09-22,57.8,40.5,81.0
SKU0108,2025-09-29,58.6,41.0,82.0
SKU0108,2025-10-06,58.9,41.3,82.5
SKU0109,2025-09-01,43.6,30.5,61.0
SKU0109,2025-09-08,51.1,35.8,71.6
SKU0109,2025-09-15,47.9,33.5,67.1
SKU0109,2025-09-22,45.3,31.7,63.4
SKU0109,2025-09-29,47.2,33.1,66.1
SKU0109,2025-10-06,47.5,33.3,66.6
SKU0110,2025-09-01,154.2,108.0,216.0
SKU0110,2025-09-08,153.6,107.5,215.0
SKU0110,2025-09-15,152.0,106.4,212.7
SKU0110,2025-09-22,156.4,109.5,219.0
SKU0110,2025-09-29,154.0,107.8,215.7
SKU0110,2025-10-06,154.0,107.8,215.6
SKU0111,2025-09-01,75.2,52.6,105.3
SKU0111,2025-09-08,72.3,50.6,101.2
SKU0111,2025-09-15,69.2,48.5,96.9
SKU0111,2025-09-22,77.0,53.9,107.7
SKU0111,2025-09-29,75.9,53.2,106.3
SKU0111,2025-10-06,74.0,51.8,103.6
SKU0112,2025-09-01,377.2,264.1,528.2
SKU0112,2025-09-08,371.8,260.3,520.5
SKU0112,2025-09-15,385.5,269.9,539.7
SKU0112,2025-09-22,307.4,215.2,430.4
SKU0112,2025-09-29,343.3,240.3,480.7
SKU0112,2025-10-06,361.3,252.9,505.8
SKU0113,2025-09-01,159.8,111.8,223.6
SKU0113,2025-09-08,156.2,109.3,218.7
SKU0113,2025-09-15,147.0,102.9,205.8
SKU0113,2025-09-22,147.5,103.2,206.5
SKU0113,2025-09-29,152.6,106.8,213.6
SKU0113,2025-10-06,150.8,105.6,211.1
SKU0114,2025-09-01,14.4,10.1,20.2
SKU0114,2025-09-08,15.9,11.1,22.2
SKU0114,2025-09-15,14.2,9.9,19.8
SKU0114,2025-09-22,15.3,10.7,21.4
SKU0114,2025-09-29,16.8,11.8,23.6
SKU0114,2025-10-06,17.0,11.9,23.8
SKU0115,2025-09-01,180.3,126.2,252.5
SKU0115,2025-09-08,168.1,117.6,235.3
SKU0115,2025-09-15,165.1,115.6,231.1
SKU0115,2025-09-22,159.0,111.3,222.6
SKU0115,2025-09-29,159.4,111.5,223.1
SKU0115,2025-10-06,158.5,111.0,222.0
SKU0116,2025-09-01,331.9,232.3,464.6
SKU0116,2025-09-08,350.0,245.0,490.1
SKU0116,2025-09-15,319.8,223.8,447.7
SKU0116,2025-09-22,327.5,229.3,458.5
SKU0116,2025-09-29,304.8,213.3,426.7
SKU0116,2025-10-06,304.7,213.3,426.5
SKU0117,2025-09-01,297.5,208.2,416.5
SKU0117,2025-09-08,297.6,208.3,416.7
SKU0117,2025-09-15,290.0,203.0,406.0
SKU0117,2025-09-22,285.3,199.7,399.4
SKU0117,2025-09-29,292.6,204.8,409.7
SKU0117,2025-10-06,291.4,204.0,407.9
SKU0118,2025-09-01,65.6,46.0,91.9
SKU0118,2025-09-08,63.8,44.7,89.3
SKU0118,2025-09-15,64.1,44.9,89.7
SKU0118,2025-09-22,64.8,45.4,90.8
SKU0118,2025-09-29,64.7,45.3,90.6
SKU0118,2025-10-06,64.7,45.3,90.6
SKU0119,2025-09-01,181.0,126.7,253.5
SKU0119,2025-09-08,183.7,128.6,257.1
SKU0119,2025-09-15,186.3,130.4,260.9
SKU0119,2025-09-22,174.2,122.0,243.9
SKU0119,2025-09-29,171.8,120.2,240.5
SKU0119,2025-10-06,165.3,115.7,231.4
SKU0120,2025-09-01,220.7,154.5,309.0
SKU0120,2025-09-08,230.0,161.0,321.9
SKU0120,2025-09-15,241.5,169.0,338.0
SKU0120,2025-09-22,227.4,159.2,318.3
SKU0120,2025-09-29,236.7,165.7,331.4
SKU0120,2025-10-06,237.3,166.1,332.2
SKU0121,2025-09-01,138.8,97.1,194.2
SKU0121,2025-09-08,141.7,99.2,198.4
SKU0121,2025-09-15,146.1,102.3,204.6
SKU0121,2025-09-22,136.9,95.8,191.6
SKU0121,2025-09-29,129.3,90.5,181.0
SKU0121,2025-10-06,145.1,101.6,203.1
SKU0122,2025-09-01,209.8,146.8,293.6
SKU0122,2025-09-08,212.2,148.5,297.1
SKU0122,2025-09-15,204.0,142.8,285.6
SKU0122,2025-09-22,208.5,145.9,291.9
SKU0122,2025-09-29,208.6,146.0,292.0
SKU0122,2025-10-06,208.3,145.8,291.6
SKU0123,2025-09-01,238.8,167.1,334.3
SKU0123,2025-09-08,232.5,162.8,325.5
SKU0123,2025-09-15,223.3,156.3,312.7
SKU0123,2025-09-22,234.6,164.2,328.4
SKU0123,2025-09-29,237.7,166.4,332.8
SKU0123,2025-10-06,220.6,154.4,308.8
SKU0124,2025-09-01,172.0,120.4,240.8
SKU0124,2025-09-08,179.2,125.5,251.0
SKU0124,2025-09-15,175.6,122.9,245.8
SKU0124,2025-09-22,175.2,122.6,245.3
SKU0124,2025-09-29,175.5,122.9,245.7
SKU0124,2025-10-06,176.4,123.5,246.9
SKU0125,2025-09-01,139.7,97.8,195.6
SKU0125,2025-09-08,140.4,98.3,196.6
SKU0125,2025-09-15,143.4,100.4,200.8
SKU0125,2025-09-22,136.4,95.5,190.9
SKU0125,2025-09-29,131.9,92.3,184.7
SKU0125,2025-10-06,133.7,93.6,187.2
SKU0126,2025-09-01,135.8,95.0,190.0
SKU0126,2025-09-08,137.2,96.0,192.1
SKU0126,2025-09-15,140.0,98.0,196.0
SKU0126,2025-09-22,138.0,96.6,193.3
SKU0126,2025-09-29,136.3,95.4,190.8
SKU0126,2025-10-06,133.4,93.4,186.8
SKU0127,2025-09-01,134.9,94.4,188.8
SKU0127,2025-09-08,139.4,97.6,195.2
SKU0127,2025-09-15,137.9,96.6,193.1
SKU0127,2025-09-22,134.1,93.9,187.8
SKU0127,2025-09-29,134.9,94.4,188.8
SKU0127,2025-10-06,133.8,93.6,187.3
SKU0128,2025-09-01,94.2,65.9,131.8
SKU0128,2025-09-08,97.2,68.1,136.1
SKU0128,2025-09-15,96.6,67.6,135.2
SKU0128,2025-09-22,96.1,67.3,134.6
SKU0128,2025-09-29,96.1,67.3,134.6
SKU0128,2025-10-06,97.8,68.4,136.9
SKU0129,2025-09-01,102.0,71.4,142.8
SKU0129,2025-09-08,105.8,74.0,148.0
SKU0129,2025-09-15,102.2,71.5,143.1
SKU0129,2025-09-22,109.0,76.3,152.6
SKU0129,2025-09-29,104.7,73.3,146.6
SKU0129,2025-10-06,105.4,73.8,147.6
SKU0130,2025-09-01,357.9,250.5,501.0
SKU0130,2025-09-08,343.0,240.1,480.2
SKU0130,2025-09-15,353.9,247.7,495.5
SKU0130,2025-09-22,302.1,211.4,422.9
SKU0130,2025-09-29,323.2,226.2,452.4
SKU0130,2025-10-06,324.8,227.4,454.8
SKU0131,2025-09-01,34.0,23.8,47.6
SKU0131,2025-09-08,31.9,22.3,44.7
SKU0131,2025-09-15,32.4,22.7,45.4
SKU0131,2025-09-22,31.1,21.8,43.6
SKU0131,2025-09-29,31.3,21.9,43.9
SKU0131,2025-10-06,30.9,21.6,43.3
SKU0132,2025-09-01,266.8,186.7,373.4
SKU0132,2025-09-08,265.7,186.0,372.0
SKU0132,2025-09-15,257.4,180.2,360.3
SKU0132,2025-09-22,244.7,171.3,342.6
SKU0132,2025-09-29,258.6,181.0,362.1
SKU0132,2025-10-06,256.6,179.6,359.2
SKU0133,2025-09-01,164.1,114.9,229.7
SKU0133,2025-09-08,179.5,125.7,251.3
SKU0133,2025-09-15,171.7,120.2,240.4
SKU0133,2025-09-22,170.4,119.3,238.6
SKU0133,2025-09-29,163.6,114.5,229.1
SKU0133,2025-10-06,173.7,121.6,243.1
SKU0134,2025-09-01,89.2,62.5,125.0
SKU0134,2025-09-08,92.6,64.8,129.6
SKU0134,2025-09-15,93.7,65.6,131.2
SKU0134,2025-09-22,90.6,63.4,126.9
SKU0134,2025-09-29,91.5,64.1,128.1
SKU0134,2025-10-06,92.1,64.5,129.0
SKU0136,2025-09-01,21.8,15.2,30.4
SKU0136,2025-09-08,19.4,13.6,27.2
SKU0136,2025-09-15,19.0,13.3,26.7
SKU0136,2025-09-22,19.1,13.3,26.7
SKU0136,2025-09-29,19.8,13.9,27.8
SKU0136,2025-10-06,19.3,13.5,27.1
SKU0138,2025-09-01,269.1,188.3,376.7
SKU0138,2025-09-08,258.2,180.8,361.5
SKU0138,2025-09-15,267.9,187.6,375.1
SKU0138,2025-09-22,252.6,176.8,353.6
SKU0138,2025-09-29,264.9,185.4,370.8
SKU0138,2025-10-06,247.1,173.0,346.0
SKU0140,2025-09-01,103.2,72.3,144.5
SKU0140,2025-09-08,108.6,76.0,152.0
SKU0140,2025-09-15,106.7,74.7,149.4
SKU0140,2025-09-22,106.1,74.3,148.6
SKU0140,2025-09-29,106.2,74.3,148.6
SKU0140,2025-10-06,106.9,74.8,149.6
SKU0141,2025-09-01,82.5,57.7,115.5
SKU0141,2025-09-08,83.9,58.7,117.4
SKU0141,2025-09-15,84.8,59.4,118.8
SKU0141,2025-09-22,84.3,59.0,118.0
SKU0141,2025-09-29,83.9,58.7,117.4
SKU0141,2025-10-06,84.2,59.0,117.9
SKU0142,2025-09-01,144.0,100.8,201.6
SKU0142,2025-09-08,140.5,98.4,196.7
SKU0142,2025-09-15,135.9,95.1,190.2
SKU0142,2025-09-22,135.3,94.7,189.5
SKU0142,2025-09-29,138.9,97.3,194.5
SKU0142,2025-10-06,137.7,96.4,192.7
SKU0143,2025-09-01,157.8,110.4,220.8
SKU0143,2025-09-08,160.4,112.3,224.6
SKU0143,2025-09-15,159.0,111.3,222.7
SKU0143,2025-09-22,163.1,114.1,228.3
SKU0143,2025-09-29,160.1,112.1,224.1
SKU0143,2025-10-06,160.7,112.5,224.9
SKU0144,2025-09-01,59.1,41.4,82.7
SKU0144,2025-09-08,62.6,43.8,87.6
SKU0144,2025-09-15,65.4,45.8,91.6
SKU0144,2025-09-22,58.5,41.0,82.0
SKU0144,2025-09-29,62.5,43.7,87.4
SKU0144,2025-10-06,60.3,42.2,84.5
SKU0145,2025-09-01,178.4,124.9,249.7
SKU0145,2025-09-08,181.8,127.3,254.5
SKU0145,2025-09-15,173.0,121.1,242.2
SKU0145,2025-09-22,172.4,120.7,241.4
SKU0145,2025-09-29,166.2,116.3,232.6
SKU0145,2025-10-06,162.1,113.5,227.0
SKU0146,2025-09-01,161.6,113.1,226.3
SKU0146,2025-09-08,161.3,112.9,225.8
SKU0146,2025-09-15,158.0,110.6,221.2
SKU0146,2025-09-22,155.8,109.0,218.1
SKU0146,2025-09-29,152.5,106.8,213.5
SKU0146,2025-10-06,154.3,108.0,216.0
SKU0147,2025-09-01,146.0,102.2,204.4
SKU0147,2025-09-08,160.5,112.4,224.7
SKU0147,2025-09-15,163.6,114.5,229.1
SKU0147,2025-09-22,161.0,112.7,225.4
SKU0147,2025-09-29,157.8,110.5,220.9
SKU0147,2025-10-06,160.7,112.5,225.0
SKU0148,2025-09-01,40.0,28.0,56.0
SKU0148,2025-09-08,40.2,28.2,56.4
SKU0148,2025-09-15,39.6,27.7,55.4
SKU0148,2025-09-22,38.2,26.7,53.5
SKU0148,2025-09-29,39.5,27.7,55.3
SKU0148,2025-10-06,39.4,27.6,55.1
SKU0150,2025-09-01,38.4,26.9,53.8
SKU0150,2025-09-08,35.8,25.1,50.1
SKU0150,2025-09-15,40.0,28.0,56.0
SKU0150,2025-09-22,43.1,30.1,60.3
SKU0150,2025-09-29,41.3,28.9,57.8
SKU0150,2025-10-06,43.4,30.4,60.8
SKU0151,2025-09-01,23.8,16.6,33.2
SKU0151,2025-09-08,23.7,16.6,33.2
SKU0151,2025-09-15,26.9,18.8,37.6
SKU0151,2025-09-22,26.3,18.4,36.9
SKU0151,2025-09-29,25.2,17.6,35.2
SKU0151,2025-10-06,25.5,17.9,35.7
SKU0152,2025-09-01,57.8,40.4,80.9
SKU0152,2025-09-08,58.5,41.0,81.9
SKU0152,2025-09-15,52.1,36.5,73.0
SKU0152,2025-09-22,53.9,37.7,75.5
SKU0152,2025-09-29,55.6,38.9,77.8
SKU0152,2025-10-06,55.0,38.5,77.0
SKU0153,2025-09-01,348.6,244.0,488.0
SKU0153,2025-09-08,342.0,239.4,478.8
SKU0153,2025-09-15,352.6,246.8,493.6
SKU0153,2025-09-22,317.4,222.2,444.4
SKU0153,2025-09-29,340.2,238.2,476.3
SKU0153,2025-10-06,316.5,221.5,443.1
SKU0155,2025-09-01,159.2,111.5,223.0
SKU0155,2025-09-08,168.8,118.2,236.3
SKU0155,2025-09-15,172.3,120.6,241.2
SKU0155,2025-09-22,167.8,117.5,235.0
SKU0155,2025-09-29,167.0,116.9,233.9
SKU0155,2025-10-06,169.0,118.3,236.6
SKU0156,2025-09-01,141.4,99.0,198.0
SKU0156,2025-09-08,147.8,103.5,206.9
SKU0156,2025-09-15,146.6,102.7,205.3
SKU0156,2025-09-22,145.3,101.7,203.5
SKU0156,2025-09-29,144.7,101.3,202.5
SKU0156,2025-10-06,140.7,98.5,197.0
SKU0157,2025-09-01,154.0,107.8,215.6
SKU0157,2025-09-08,148.2,103.8,207.6
SKU0157,2025-09-15,146.8,102.8,205.5
SKU0157,2025-09-22,152.5,106.8,213.5
SKU0157,2025-09-29,150.4,105.3,210.5
SKU0157,2025-10-06,149.5,104.6,209.3
SKU0158,2025-09-01,266.2,186.4,372.8
SKU0158,2025-09-08,271.1,189.7,379.5
SKU0158,2025-09-15,274.8,192.4,384.8
SKU0158,2025-09-22,267.5,187.3,374.5
SKU0158,2025-09-29,269.9,188.9,377.9
SKU0158,2025-10-06,270.8,189.6,379.2
SKU0159,2025-09-01,44.8,31.3,62.6
SKU0159,2025-09-08,43.9,30.8,61.5
SKU0159,2025-09-15,45.7,32.0,63.9
SKU0159,2025-09-22,44.8,31.4,62.8
SKU0159,2025-09-29,44.8,31.4,62.7
SKU0159,2025-10-06,44.8,31.4,62.7
SKU0160,2025-09-01,58.5,40.9,81.9
SKU0160,2025-09-08,51.8,36.2,72.5
SKU0160,2025-09-15,48.7,34.1,68.2
SKU0160,2025-09-22,50.4,35.3,70.5
SKU0160,2025-09-29,57.4,40.2,80.4
SKU0160,2025-10-06,57.3,40.1,80.3
SKU0161,2025-09-01,207.7,145.4,290.8
SKU0161,2025-09-08,215.4,150.8,301.5
SKU0161,2025-09-15,203.3,142.3,284.6
SKU0161,2025-09-22,215.5,150.9,301.7
SKU0161,2025-09-29,203.0,142.1,284.1
SKU0161,2025-10-06,204.6,143.2,286.4
SKU0162,2025-09-01,158.5,111.0,221.9
SKU0162,2025-09-08,152.9,107.0,214.0
SKU0162,2025-09-15,162.3,113.6,227.2
SKU0162,2025-09-22,154.0,107.8,215.6
SKU0162,2025-09-29,143.9,100.7,201.5
SKU0162,2025-10-06,139.9,97.9,195.9
SKU0163,2025-09-01,276.5,193.5,387.0
SKU0163,2025-09-08,302.5,211.7,423.4
SKU0163,2025-09-15,267.8,187.5,374.9
SKU0163,2025-09-22,278.9,195.3,390.5
SKU0163,2025-09-29,273.4,191.4,382.7
SKU0163,2025-10-06,280.4,196.3,392.5
SKU0164,2025-09-01,144.2,101.0,202.0
SKU0164,2025-09-08,147.1,102.9,205.9
SKU0164,2025-09-15,142.3,99.6,199.3
SKU0164,2025-09-22,136.7,95.7,191.3
SKU0164,2025-09-29,142.6,99.8,199.6
SKU0164,2025-10-06,142.2,99.5,199.0
SKU0165,2025-09-01,12.5,8.7,17.4
SKU0165,2025-09-08,13.4,9.4,18.8
SKU0165,2025-09-15,14.7,10.3,20.6
SKU0165,2025-09-22,14.5,10.1,20.2
SKU0165,2025-09-29,14.5,10.1,20.2
SKU0165,2025-10-06,14.1,9.9,19.7
SKU0166,2025-09-01,154.0,107.8,215.6
SKU0166,2025-09-08,161.1,112.7,225.5
SKU0166,2025-09-15,162.7,113.9,227.8
SKU0166,2025-09-22,155.8,109.0,218.1
SKU0166,2025-09-29,159.2,111.4,222.9
SKU0166,2025-10-06,162.7,113.9,227.7
SKU0167,2025-09-01,111.5,78.0,156.1
SKU0167,2025-09-08,108.6,76.0,152.1
SKU0167,2025-09-15,111.0,77.7,155.4
SKU0167,2025-09-22,114.0,79.8,159.7
SKU0167,2025-09-29,111.3,77.9,155.8
SKU0167,2025-10-06,111.2,77.9,155.7
SKU0168,2025-09-01,95.8,67.0,134.0
SKU0168,2025-09-08,93.4,65.4,130.8
SKU0168,2025-09-15,92.3,64.6,129.2
SKU0168,2025-09-22,94.1,65.9,131.8
SKU0168,2025-09-29,93.9,65.7,131.5
SKU0168,2025-10-06,93.4,65.4,130.8
SKU0169,2025-09-01,173.5,121.4,242.9
SKU0169,2025-09-08,170.9,119.6,239.2
SKU0169,2025-09-15,168.3,117.8,235.7
SKU0169,2025-09-22,166.2,116.3,232.7
SKU0169,2025-09-29,169.7,118.8,237.6
SKU0169,2025-10-06,168.8,118.1,236.3
SKU0170,2025-09-01,251.5,176.0,352.1
SKU0170,2025-09-08,258.4,180.9,361.7
SKU0170,2025-09-15,247.5,173.2,346.5
SKU0170,2025-09-22,247.1,173.0,345.9
SKU0170,2025-09-29,251.1,175.8,351.6
SKU0170,2025-10-06,251.0,175.7,351.4
SKU0171,2025-09-01,206.0,144.2,288.3
SKU0171,2025-09-08,202.7,141.9,283.8
SKU0171,2025-09-15,199.2,139.4,278.9
SKU0171,2025-09-22,204.8,143.4,286.7
SKU0171,2025-09-29,191.2,133.8,267.7
SKU0171,2025-10-06,195.5,136.9,273.7
SKU0172,2025-09-01,44.2,30.9,61.8
SKU0172,2025-09-08,47.5,33.3,66.5
SKU0172,2025-09-15,43.0,30.1,60.2
SKU0172,2025-09-22,45.3,31.7,63.4
SKU0172,2025-09-29,45.5,31.8,63.6
SKU0172,2025-10-06,47.4,33.2,66.4
SKU0173,2025-09-01,77.5,54.2,108.5
SKU0173,2025-09-08,79.6,55.7,111.5
SKU0173,2025-09-15,78.3,54.8,109.6
SKU0173,2025-09-22,75.6,52.9,105.8
SKU0173,2025-09-29,77.8,54.4,108.8
SKU0173,2025-10-06,77.8,54.5,108.9
SKU0174,2025-09-01,201.5,141.1,282.1
SKU0174,2025-09-08,210.2,147.2,294.3
SKU0174,2025-09-15,206.1,144.3,288.5
SKU0174,2025-09-22,202.9,142.0,284.1
SKU0174,2025-09-29,216.5,151.6,303.1
SKU0174,2025-10-06,199.2,139.4,278.9
SKU0176,2025-09-01,149.8,104.8,209.7
SKU0176,2025-09-08,145.6,101.9,203.8
SKU0176,2025-09-15,145.8,102.0,204.1
SKU0176,2025-09-22,140.0,98.0,196.1
SKU0176,2025-09-29,134.7,94.3,188.5
SKU0176,2025-10-06,137.7,96.4,192.8
SKU0177,2025-09-01,407.6,285.3,570.6
SKU0177,2025-09-08,393.0,275.1,550.2
SKU0177,2025-09-15,404.9,283.4,566.9
SKU0177,2025-09-22,368.9,258.3,516.5
SKU0177,2025-09-29,374.2,261.9,523.9
SKU0177,2025-10-06,445.2,311.6,623.2
SKU0178,2025-09-01,99.0,69.3,138.6
SKU0178,2025-09-08,97.2,68.1,136.1
SKU0178,2025-09-15,93.6,65.5,131.0
SKU0178,2025-09-22,97.2,68.0,136.1
SKU0178,2025-09-29,96.8,67.7,135.5
SKU0178,2025-10-06,96.2,67.3,134.7
SKU0179,2025-09-01,270.8,189.5,379.0
SKU0179,2025-09-08,283.7,198.6,397.2
SKU0179,2025-09-15,298.6,209.0,418.1
SKU0179,2025-09-22,279.3,195.5,391.0
SKU0179,2025-09-29,283.1,198.2,396.3
SKU0179,2025-10-06,286.2,200.3,400.6
SKU0180,2025-09-01,244.0,170.8,341.6
SKU0180,2025-09-08,258.3,180.8,361.6
SKU0180,2025-09-15,236.9,165.8,331.6
SKU0180,2025-09-22,271.9,190.3,380.7
SKU0180,2025-09-29,253.6,177.5,355.0
SKU0180,2025-10-06,268.7,188.1,376.2
SKU0181,2025-09-01,78.0,54.6,109.1
SKU0181,2025-09-08,77.9,54.5,109.0
SKU0181,2025-09-15,76.7,53.7,107.4
SKU0181,2025-09-22,79.2,55.4,110.9
SKU0181,2025-09-29,79.2,55.4,110.9
SKU0181,2025-10-06,78.1,54.7,109.4
SKU0182,2025-09-01,30.6,21.4,42.9
SKU0182,2025-09-08,30.7,21.5,43.0
SKU0182,2025-09-15,31.8,22.2,44.5
SKU0182,2025-09-22,31.8,22.2,44.5
SKU0182,2025-09-29,31.8,22.2,44.5
SKU0182,2025-10-06,31.8,22.2,44.5
SKU0183,2025-09-01,54.8,38.3,76.7
SKU0183,2025-09-08,54.6,38.2,76.4
SKU0183,2025-09-15,57.5,40.3,80.5
SKU0183,2025-09-22,60.3,42.2,84.4
SKU0183,2025-09-29,60.2,42.1,84.3
SKU0183,2025-10-06,61.1,42.7,85.5
SKU0184,2025-09-01,254.6,178.2,356.5
SKU0184,2025-09-08,282.0,197.4,394.9
SKU0184,2025-09-15,270.3,189.2,378.4
SKU0184,2025-09-22,275.3,192.7,385.4
SKU0184,2025-09-29,266.0,186.2,372.4
SKU0184,2025-10-06,275.9,193.1,386.3
SKU0185,2025-09-01,187.7,131.4,262.7
SKU0185,2025-09-08,191.4,133.9,267.9
SKU0185,2025-09-15,190.2,133.1,266.2
SKU0185,2025-09-22,180.7,126.5,253.0
SKU0185,2025-09-29,179.2,125.4,250.9
SKU0185,2025-10-06,197.0,137.9,275.9
SKU0186,2025-09-01,108.6,76.0,152.1
SKU0186,2025-09-08,107.9,75.5,151.0
SKU0186,2025-09-15,109.5,76.7,153.3
SKU0186,2025-09-22,106.5,74.6,149.1
SKU0186,2025-09-29,123.2,86.3,172.5
SKU0186,2025-10-06,112.3,78.6,157.2
SKU0187,2025-09-01,216.1,151.3,302.5
SKU0187,2025-09-08,223.9,156.7,313.4
SKU0187,2025-09-15,246.2,172.4,344.7
SKU0187,2025-09-22,244.4,171.1,342.1
SKU0187,2025-09-29,242.0,169.4,338.8
SKU0187,2025-10-06,237.5,166.3,332.5
SKU0188,2025-09-01,238.2,166.7,333.5
SKU0188,2025-09-08,242.9,170.1,340.1
SKU0188,2025-09-15,244.1,170.9,341.8
SKU0188,2025-09-22,258.7,181.1,362.1
SKU0188,2025-09-29,245.9,172.1,344.2
SKU0188,2025-10-06,237.6,166.3,332.7
SKU0189,2025-09-01,344.5,241.2,482.3
SKU0189,2025-09-08,341.4,239.0,477.9
SKU0189,2025-09-15,357.2,250.1,500.1
SKU0189,2025-09-22,373.0,261.1,522.2
SKU0189,2025-09-29,354.0,247.8,495.6
SKU0189,2025-10-06,356.4,249.5,499.0
SKU0190,2025-09-01,213.0,149.1,298.2
SKU0190,2025-09-08,204.0,142.8,285.6
SKU0190,2025-09-15,206.8,144.7,289.4
SKU0190,2025-09-22,210.2,147.1,294.3
SKU0190,2025-09-29,208.5,145.9,291.9
SKU0190,2025-10-06,207.4,145.1,290.3
SKU0191,2025-09-01,182.0,127.4,254.8
SKU0191,2025-09-08,178.8,125.1,250.2
SKU0191,2025-09-15,166.9,116.9,233.7
SKU0191,2025-09-22,185.4,129.8,259.6
SKU0191,2025-09-29,178.3,124.8,249.6
SKU0191,2025-10-06,177.3,124.1,248.3
SKU0192,2025-09-01,55.0,38.5,77.0
SKU0192,2025-09-08,55.5,38.8,77.7
SKU0192,2025-09-15,51.6,36.1,72.3
SKU0192,2025-09-22,52.5,36.8,73.5
SKU0192,2025-09-29,53.7,37.6,75.1
SKU0192,2025-10-06,53.3,37.3,74.7
SKU0193,2025-09-01,44.2,31.0,62.0
SKU0193,2025-09-08,45.3,31.7,63.4
SKU0193,2025-09-15,47.4,33.2,66.3
SKU0193,2025-09-22,48.2,33.8,67.5
SKU0193,2025-09-29,46.3,32.4,64.8
SKU0193,2025-10-06,46.8,32.8,65.5
SKU0194,2025-09-01,40.6,28.4,56.9
SKU0194,2025-09-08,39.5,27.7,55.4
SKU0194,2025-09-15,40.3,28.2,56.5
SKU0194,2025-09-22,44.0,30.8,61.6
SKU0194,2025-09-29,45.6,31.9,63.8
SKU0194,2025-10-06,42.4,29.7,59.4
SKU0195,2025-09-01,125.8,88.0,176.0
SKU0195,2025-09-08,119.7,83.8,167.6
SKU0195,2025-09-15,127.6,89.3,178.7
SKU0195,2025-09-22,124.5,87.2,174.3
SKU0195,2025-09-29,124.4,87.1,174.1
SKU0195,2025-10-06,124.0,86.8,173.7
SKU0196,2025-09-01,77.8,54.4,108.8
SKU0196,2025-09-08,77.9,54.6,109.1
SKU0196,2025-09-15,74.4,52.1,104.2
SKU0196,2025-09-22,73.3,51.3,102.6
SKU0196,2025-09-29,75.3,52.7,105.4
SKU0196,2025-10-06,73.0,51.1,102.2
SKU0197,2025-09-01,219.7,153.8,307.6
SKU0197,2025-09-08,214.9,150.5,300.9
SKU0197,2025-09-15,208.6,146.0,292.1
SKU0197,2025-09-22,206.0,144.2,288.4
SKU0197,2025-09-29,203.6,142.5,285.0
