date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-12-31,SKU0055,211,96,17,408
2025-01-07,SKU0055,182,104,17,408
2025-01-14,SKU0055,142,74,17,408
2025-01-21,SKU0055,144,101,17,408
2025-01-28,SKU0055,170,96,17,408
2025-02-04,SKU0055,156,97,17,408
2025-02-11,SKU0055,103,106,17,408
2025-02-18,SKU0055,145,102,17,408
2025-02-25,SKU0055,124,98,17,408
2025-03-04,SKU0055,17,95,17,408
2025-03-11,SKU0055,0,104,17,408
2025-03-18,SKU0055,0,83,17,408
2025-03-25,SKU0055,20,98,17,408
2025-04-01,SKU0055,5,112,17,408
2025-04-08,SKU0055,58,107,17,408
2025-04-15,SKU0055,73,110,17,408
2025-04-22,SKU0055,88,90,17,408
2025-04-29,SKU0055,100,82,17,408
2025-05-06,SKU0055,18,70,17,408
2025-05-13,SKU0055,109,118,17,408
2025-05-20,SKU0055,107,120,17,408
2025-05-27,SKU0055,153,99,17,408
2025-06-03,SKU0055,84,98,17,408
2025-06-10,SKU0055,90,107,17,408
2025-06-17,SKU0055,193,111,17,408
2025-06-24,SKU0055,216,108,17,408
2025-07-01,SKU0055,253,84,17,408
2025-07-08,SKU0055,257,93,17,408
2025-07-15,SKU0055,257,101,17,408
2025-07-22,SKU0055,269,83,17,408
2025-07-29,SKU0055,232,94,17,408
2025-08-05,SKU0055,182,82,17,408
2025-08-12,SKU0055,205,100,17,408
2025-08-19,SKU0055,168,88,17,408
2025-08-26,SKU0055,175,103,17,408
2025-06-10,SKU0056,292,29,12,157
2025-06-17,SKU0056,291,22,12,157
2025-06-24,SKU0056,293,40,12,157
2025-07-01,SKU0056,310,38,12,157
2025-07-08,SKU0056,320,23,12,157
2025-07-15,SKU0056,309,34,12,157
2025-07-22,SKU0056,304,28,12,157
2025-07-29,SKU0056,291,31,12,157
2025-08-05,SKU0056,286,32,12,157
2025-08-12,SKU0056,283,35,12,157
2025-08-19,SKU0056,284,26,12,157
2025-08-26,SKU0056,279,24,12,157
2024-02-21,SKU0057,265,52,18,212
2024-02-28,SKU0057,244,50,18,212
2024-03-06,SKU0057,248,50,18,212
2024-03-13,SKU0057,261,53,18,212
2024-03-20,SKU0057,251,51,18,212
2024-03-27,SKU0057,254,50,18,212
2024-04-03,SKU0057,295,46,18,212
2024-04-10,SKU0057,333,48,18,212
2024-04-17,SKU0057,365,44,18,212
2024-04-24,SKU0057,364,49,18,212
2024-05-01,SKU0057,355,44,18,212
2024-05-08,SKU0057,338,35,18,212
2024-05-15,SKU0057,357,45,18,212
2024-05-22,SKU0057,330,41,18,212
2024-05-29,SKU0057,344,49,18,212
2024-06-05,SKU0057,367,62,18,212
2024-06-12,SKU0057,325,58,18,212
2024-06-19,SKU0057,347,41,18,212
2024-06-26,SKU0057,379,53,18,212
2024-07-03,SKU0057,392,44,18,212
2024-07-10,SKU0057,391,55,18,212
2024-07-17,SKU0057,414,49,18,212
2024-07-24,SKU0057,457,51,18,212
2024-07-31,SKU0057,436,49,18,212
2024-08-07,SKU0057,427,58,18,212
2024-08-14,SKU0057,444,45,18,212
2024-08-21,SKU0057,449,53,18,212
2024-08-28,SKU0057,465,56,18,212
2024-09-04,SKU0057,458,51,18,212
2024-09-11,SKU0057,493,43,18,212
2024-09-18,SKU0057,516,48,18,212
2024-09-25,SKU0057,519,50,18,212
2024-10-02,SKU0057,506,58,18,212
2024-10-09,SKU0057,481,47,18,212
2024-10-16,SKU0057,483,56,18,212
2024-10-23,SKU0057,496,58,18,212
2024-10-30,SKU0057,465,52,18,212
2024-11-06,SKU0057,435,51,18,212
2024-11-13,SKU0057,392,45,18,212
2024-11-20,SKU0057,339,51,18,212
2024-11-27,SKU0057,294,44,18,212
2024-12-04,SKU0057,281,50,18,212
2024-12-11,SKU0057,247,57,18,212
2024-12-18,SKU0057,214,40,18,212
2024-12-25,SKU0057,170,43,18,212
2025-01-01,SKU0057,94,62,18,212
2025-01-08,SKU0057,81,53,18,212
2025-01-15,SKU0057,35,45,18,212
2025-01-22,SKU0057,7,56,18,212
2025-01-29,SKU0057,0,49,18,212
2025-02-05,SKU0057,0,61,18,212
2025-02-12,SKU0057,25,37,18,212
2025-02-19,SKU0057,20,51,18,212
2025-02-26,SKU0057,13,41,18,212
2025-03-05,SKU0057,0,37,18,212
2025-03-12,SKU0057,1,50,18,212
2025-03-19,SKU0057,0,36,18,212
2025-03-26,SKU0057,0,51,18,212
2025-04-02,SKU0057,11,51,18,212
2025-04-09,SKU0057,18,37,18,212
2025-04-16,SKU0057,49,50,18,212
2025-04-23,SKU0057,60,62,18,212
2025-04-30,SKU0057,56,38,18,212
2025-05-07,SKU0057,96,61,18,212
2025-05-14,SKU0057,126,55,18,212
2025-05-21,SKU0057,138,39,18,212
2025-05-28,SKU0057,119,42,18,212
2025-06-04,SKU0057,116,42,18,212
2025-06-11,SKU0057,54,49,18,212
2025-06-18,SKU0057,95,53,18,212
2025-06-25,SKU0057,56,51,18,212
2025-07-02,SKU0057,80,53,18,212
2025-07-09,SKU0057,112,39,18,212
2025-07-16,SKU0057,131,52,18,212
2025-07-23,SKU0057,110,53,18,212
2025-07-30,SKU0057,105,47,18,212
2025-08-06,SKU0057,90,49,18,212
2025-08-13,SKU0057,103,51,18,212
2025-08-20,SKU0057,92,51,18,212
2025-08-27,SKU0057,77,55,18,212
2025-05-10,SKU0058,929,91,15,424
2025-05-17,SKU0058,925,105,15,424
2025-05-24,SKU0058,879,89,15,424
2025-05-31,SKU0058,920,97,15,424
2025-06-07,SKU0058,766,90,15,424
2025-06-14,SKU0058,673,87,15,424
2025-06-21,SKU0058,684,115,15,424
2025-06-28,SKU0058,705,132,15,424
2025-07-05,SKU0058,668,103,15,424
2025-07-12,SKU0058,677,102,15,424
2025-07-19,SKU0058,644,113,15,424
2025-07-26,SKU0058,660,104,15,424
2025-08-02,SKU0058,617,96,15,424
2025-08-09,SKU0058,598,97,15,424
2025-08-16,SKU0058,598,99,15,424
2025-08-23,SKU0058,584,106,15,424
2025-08-30,SKU0058,527,92,15,424
2024-04-05,SKU0059,1286,107,10,419
2024-04-12,SKU0059,1192,83,10,419
2024-04-19,SKU0059,1096,95,10,419
2024-04-26,SKU0059,1106,89,10,419
2024-05-03,SKU0059,1128,92,10,419
2024-05-10,SKU0059,1054,81,10,419
2024-05-17,SKU0059,1004,91,10,419
2024-05-24,SKU0059,996,92,10,419
2024-05-31,SKU0059,991,100,10,419
2024-06-07,SKU0059,852,103,10,419
2024-06-14,SKU0059,827,103,10,419
2024-06-21,SKU0059,886,118,10,419
2024-06-28,SKU0059,971,91,10,419
2024-07-05,SKU0059,948,115,10,419
2024-07-12,SKU0059,1086,97,10,419
2024-07-19,SKU0059,1109,79,10,419
2024-07-26,SKU0059,1195,99,10,419
2024-08-02,SKU0059,1202,107,10,419
2024-08-09,SKU0059,1216,85,10,419
2024-08-16,SKU0059,1267,96,10,419
2024-08-23,SKU0059,1282,103,10,419
2024-08-30,SKU0059,1329,89,10,419
2024-09-06,SKU0059,1315,101,10,419
2024-09-13,SKU0059,1490,97,10,419
2024-09-20,SKU0059,1660,110,10,419
2024-09-27,SKU0059,1796,88,10,419
2024-10-04,SKU0059,1901,92,10,419
2024-10-11,SKU0059,2045,106,10,419
2024-10-18,SKU0059,2166,98,10,419
2024-10-25,SKU0059,2257,109,10,419
2024-11-01,SKU0059,2213,112,10,419
2024-11-08,SKU0059,2232,97,10,419
2024-11-15,SKU0059,2161,103,10,419
2024-11-22,SKU0059,2199,93,10,419
2024-11-29,SKU0059,2249,105,10,419
2024-12-06,SKU0059,2233,108,10,419
2024-12-13,SKU0059,2221,102,10,419
2024-12-20,SKU0059,2068,105,10,419
2024-12-27,SKU0059,1698,98,10,419
2025-01-03,SKU0059,1496,87,10,419
2025-01-10,SKU0059,1443,103,10,419
2025-01-17,SKU0059,1495,101,10,419
2025-01-24,SKU0059,1397,94,10,419
2025-01-31,SKU0059,1427,93,10,419
2025-02-07,SKU0059,1331,85,10,419
2025-02-14,SKU0059,1195,98,10,419
2025-02-21,SKU0059,1106,90,10,419
2025-02-28,SKU0059,1096,89,10,419
2025-03-07,SKU0059,1035,95,10,419
2025-03-14,SKU0059,951,106,10,419
2025-03-21,SKU0059,874,107,10,419
2025-03-28,SKU0059,765,103,10,419
2025-04-04,SKU0059,595,102,10,419
2025-04-11,SKU0059,502,87,10,419
2025-04-18,SKU0059,373,104,10,419
2025-04-25,SKU0059,338,92,10,419
2025-05-02,SKU0059,367,91,10,419
2025-05-09,SKU0059,277,81,10,419
2025-05-16,SKU0059,302,110,10,419
2025-05-23,SKU0059,252,89,10,419
2025-05-30,SKU0059,188,100,10,419
2025-06-06,SKU0059,61,104,10,419
2025-06-13,SKU0059,0,93,10,419
2025-06-20,SKU0059,41,86,10,419
2025-06-27,SKU0059,101,81,10,419
2025-07-04,SKU0059,110,93,10,419
2025-07-11,SKU0059,126,78,10,419
2025-07-18,SKU0059,153,115,10,419
2025-07-25,SKU0059,149,97,10,419
2025-08-01,SKU0059,242,103,10,419
2025-08-08,SKU0059,237,96,10,419
2025-08-15,SKU0059,337,85,10,419
2025-08-22,SKU0059,465,96,10,419
2025-08-29,SKU0059,535,97,10,419
2024-10-09,SKU0060,758,70,12,281
2024-10-16,SKU0060,789,80,12,281
2024-10-23,SKU0060,828,72,12,281
2024-10-30,SKU0060,898,73,12,281
2024-11-06,SKU0060,974,79,12,281
2024-11-13,SKU0060,903,76,12,281
2024-11-20,SKU0060,886,71,12,281
2024-11-27,SKU0060,900,71,12,281
2024-12-04,SKU0060,953,84,12,281
2024-12-11,SKU0060,971,84,12,281
2024-12-18,SKU0060,994,73,12,281
2024-12-25,SKU0060,914,70,12,281
2025-01-01,SKU0060,777,72,12,281
2025-01-08,SKU0060,755,70,12,281
2025-01-15,SKU0060,768,70,12,281
2025-01-22,SKU0060,810,76,12,281
2025-01-29,SKU0060,863,74,12,281
2025-02-05,SKU0060,852,73,12,281
2025-02-12,SKU0060,900,74,12,281
2025-02-19,SKU0060,914,86,12,281
2025-02-26,SKU0060,886,81,12,281
2025-03-05,SKU0060,946,69,12,281
2025-03-12,SKU0060,916,77,12,281
2025-03-19,SKU0060,906,77,12,281
2025-03-26,SKU0060,876,82,12,281
2025-04-02,SKU0060,964,71,12,281
2025-04-09,SKU0060,985,71,12,281
2025-04-16,SKU0060,976,76,12,281
2025-04-23,SKU0060,989,75,12,281
2025-04-30,SKU0060,1014,68,12,281
2025-05-07,SKU0060,1036,72,12,281
2025-05-14,SKU0060,959,60,12,281
2025-05-21,SKU0060,961,80,12,281
2025-05-28,SKU0060,949,63,12,281
2025-06-04,SKU0060,833,75,12,281
2025-06-11,SKU0060,699,67,12,281
2025-06-18,SKU0060,724,72,12,281
2025-06-25,SKU0060,678,72,12,281
2025-07-02,SKU0060,638,81,12,281
2025-07-09,SKU0060,598,62,12,281
2025-07-16,SKU0060,569,70,12,281
2025-07-23,SKU0060,592,84,12,281
2025-07-30,SKU0060,647,66,12,281
2025-08-06,SKU0060,694,78,12,281
2025-08-13,SKU0060,736,55,12,281
2025-08-20,SKU0060,714,66,12,281
2025-08-27,SKU0060,709,63,12,281
2024-01-01,SKU0061,930,244,18,1042
2024-01-08,SKU0061,1003,257,18,1042
2024-01-15,SKU0061,1164,261,18,1042
2024-01-22,SKU0061,1286,222,18,1042
2024-01-29,SKU0061,1565,237,18,1042
2024-02-05,SKU0061,1742,244,18,1042
2024-02-12,SKU0061,1752,209,18,1042
2024-02-19,SKU0061,1887,205,18,1042
2024-02-26,SKU0061,2013,236,18,1042
2024-03-04,SKU0061,2119,238,18,1042
2024-03-11,SKU0061,2278,232,18,1042
2024-03-18,SKU0061,2335,233,18,1042
2024-03-25,SKU0061,2483,247,18,1042
2024-04-01,SKU0061,2607,254,18,1042
2024-04-08,SKU0061,2608,242,18,1042
2024-04-15,SKU0061,2626,217,18,1042
2024-04-22,SKU0061,2518,231,18,1042
2024-04-29,SKU0061,2405,218,18,1042
2024-05-06,SKU0061,2487,235,18,1042
2024-05-13,SKU0061,2568,232,18,1042
2024-05-20,SKU0061,2475,236,18,1042
2024-05-27,SKU0061,2410,223,18,1042
2024-06-03,SKU0061,2196,239,18,1042
2024-06-10,SKU0061,1621,225,18,1042
2024-06-17,SKU0061,1531,219,18,1042
2024-06-24,SKU0061,1537,210,18,1042
2024-07-01,SKU0061,1434,241,18,1042
2024-07-08,SKU0061,1422,218,18,1042
2024-07-15,SKU0061,1500,223,18,1042
2024-07-22,SKU0061,1419,264,18,1042
2024-07-29,SKU0061,1390,246,18,1042
2024-08-05,SKU0061,1444,225,18,1042
2024-08-12,SKU0061,1387,223,18,1042
2024-08-19,SKU0061,1324,207,18,1042
2024-08-26,SKU0061,1418,252,18,1042
2024-09-02,SKU0061,1434,231,18,1042
2024-09-09,SKU0061,1373,233,18,1042
2024-09-16,SKU0061,1346,224,18,1042
2024-09-23,SKU0061,1276,246,18,1042
2024-09-30,SKU0061,1148,242,18,1042
2024-10-07,SKU0061,1109,219,18,1042
2024-10-14,SKU0061,1006,237,18,1042
2024-10-21,SKU0061,993,234,18,1042
2024-10-28,SKU0061,1172,232,18,1042
2024-11-04,SKU0061,1118,233,18,1042
2024-11-11,SKU0061,967,223,18,1042
2024-11-18,SKU0061,880,239,18,1042
2024-11-25,SKU0061,974,220,18,1042
2024-12-02,SKU0061,1059,226,18,1042
2024-12-09,SKU0061,1205,222,18,1042
2024-12-16,SKU0061,1168,254,18,1042
2024-12-23,SKU0061,1131,251,18,1042
2024-12-30,SKU0061,981,252,18,1042
2025-01-06,SKU0061,1005,240,18,1042
2025-01-13,SKU0061,1192,216,18,1042
2025-01-20,SKU0061,1478,268,18,1042
2025-01-27,SKU0061,1508,210,18,1042
2025-02-03,SKU0061,1528,238,18,1042
2025-02-10,SKU0061,1531,244,18,1042
2025-02-17,SKU0061,1540,229,18,1042
2025-02-24,SKU0061,1502,211,18,1042
2025-03-03,SKU0061,1473,224,18,1042
2025-03-10,SKU0061,1511,234,18,1042
2025-03-17,SKU0061,1458,232,18,1042
2025-03-24,SKU0061,1549,245,18,1042
2025-03-31,SKU0061,1605,220,18,1042
2025-04-07,SKU0061,1668,217,18,1042
2025-04-14,SKU0061,1655,243,18,1042
2025-04-21,SKU0061,1620,241,18,1042
2025-04-28,SKU0061,1643,223,18,1042
2025-05-05,SKU0061,1484,253,18,1042
2025-05-12,SKU0061,1373,228,18,1042
2025-05-19,SKU0061,1256,256,18,1042
2025-05-26,SKU0061,1280,237,18,1042
2025-06-02,SKU0061,1179,216,18,1042
2025-06-09,SKU0061,868,257,18,1042
2025-06-16,SKU0061,749,206,18,1042
2025-06-23,SKU0061,688,235,18,1042
2025-06-30,SKU0061,698,237,18,1042
2025-07-07,SKU0061,592,221,18,1042
2025-07-14,SKU0061,475,217,18,1042
2025-07-21,SKU0061,416,210,18,1042
2025-07-28,SKU0061,260,241,18,1042
2025-08-04,SKU0061,114,263,18,1042
2025-08-11,SKU0061,0,258,18,1042
2025-08-18,SKU0061,0,236,18,1042
2025-08-25,SKU0061,0,247,18,1042
2025-04-02,SKU0062,681,87,15,326
2025-04-09,SKU0062,562,66,15,326
2025-04-16,SKU0062,522,82,15,326
2025-04-23,SKU0062,508,86,15,326
2025-04-30,SKU0062,510,84,15,326
2025-05-07,SKU0062,425,65,15,326
2025-05-14,SKU0062,480,70,15,326
2025-05-21,SKU0062,467,76,15,326
2025-05-28,SKU0062,458,85,15,326
2025-06-04,SKU0062,501,75,15,326
2025-06-11,SKU0062,398,73,15,326
2025-06-18,SKU0062,363,68,15,326
2025-06-25,SKU0062,349,75,15,326
2025-07-02,SKU0062,354,88,15,326
2025-07-09,SKU0062,349,75,15,326
2025-07-16,SKU0062,395,71,15,326
2025-07-23,SKU0062,401,71,15,326
2025-07-30,SKU0062,410,78,15,326
2025-08-06,SKU0062,378,57,15,326
2025-08-13,SKU0062,377,74,15,326
2025-08-20,SKU0062,404,58,15,326
2025-08-27,SKU0062,451,65,15,326
2023-10-01,SKU0063,1045,100,9,365
2023-10-08,SKU0063,1032,99,9,365
2023-10-15,SKU0063,1047,99,9,365
2023-10-22,SKU0063,1012,110,9,365
2023-10-29,SKU0063,1108,110,9,365
2023-11-05,SKU0063,1126,91,9,365
2023-11-12,SKU0063,1059,81,9,365
2023-11-19,SKU0063,1099,87,9,365
2023-11-26,SKU0063,905,119,9,365
2023-12-03,SKU0063,1069,115,9,365
2023-12-10,SKU0063,1113,80,9,365
2023-12-17,SKU0063,1238,84,9,365
2023-12-24,SKU0063,1084,94,9,365
2023-12-31,SKU0063,848,85,9,365
2024-01-07,SKU0063,950,84,9,365
2024-01-14,SKU0063,1001,98,9,365
2024-01-21,SKU0063,1132,94,9,365
2024-01-28,SKU0063,1251,114,9,365
2024-02-04,SKU0063,1354,109,9,365
2024-02-11,SKU0063,1374,101,9,365
2024-02-18,SKU0063,1486,87,9,365
2024-02-25,SKU0063,1561,80,9,365
2024-03-03,SKU0063,1603,83,9,365
2024-03-10,SKU0063,1747,94,9,365
2024-03-17,SKU0063,1768,96,9,365
2024-03-24,SKU0063,1804,104,9,365
2024-03-31,SKU0063,1731,89,9,365
2024-04-07,SKU0063,1636,93,9,365
2024-04-14,SKU0063,1575,86,9,365
2024-04-21,SKU0063,1571,108,9,365
2024-04-28,SKU0063,1512,103,9,365
2024-05-05,SKU0063,1390,101,9,365
2024-05-12,SKU0063,1542,97,9,365
2024-05-19,SKU0063,1523,73,9,365
2024-05-26,SKU0063,1422,100,9,365
2024-06-02,SKU0063,1404,98,9,365
2024-06-09,SKU0063,1014,111,9,365
2024-06-16,SKU0063,989,94,9,365
2024-06-23,SKU0063,752,88,9,365
2024-06-30,SKU0063,562,95,9,365
2024-07-07,SKU0063,593,81,9,365
2024-07-14,SKU0063,513,78,9,365
2024-07-21,SKU0063,436,82,9,365
2024-07-28,SKU0063,392,100,9,365
2024-08-04,SKU0063,364,107,9,365
2024-08-11,SKU0063,210,113,9,365
2024-08-18,SKU0063,47,84,9,365
2024-08-25,SKU0063,104,91,9,365
2024-09-01,SKU0063,213,102,9,365
2024-09-08,SKU0063,275,92,9,365
2024-09-15,SKU0063,234,81,9,365
2024-09-22,SKU0063,259,111,9,365
2024-09-29,SKU0063,272,91,9,365
2024-10-06,SKU0063,238,99,9,365
2024-10-13,SKU0063,306,95,9,365
2024-10-20,SKU0063,364,70,9,365
2024-10-27,SKU0063,345,99,9,365
2024-11-03,SKU0063,349,98,9,365
2024-11-10,SKU0063,295,105,9,365
2024-11-17,SKU0063,218,94,9,365
2024-11-24,SKU0063,320,104,9,365
2024-12-01,SKU0063,471,81,9,365
2024-12-08,SKU0063,567,101,9,365
2024-12-15,SKU0063,624,92,9,365
2024-12-22,SKU0063,645,85,9,365
2024-12-29,SKU0063,678,95,9,365
2025-01-05,SKU0063,754,82,9,365
2025-01-12,SKU0063,847,92,9,365
2025-01-19,SKU0063,946,103,9,365
2025-01-26,SKU0063,997,104,9,365
2025-02-02,SKU0063,1112,103,9,365
2025-02-09,SKU0063,1197,91,9,365
2025-02-16,SKU0063,1220,106,9,365
2025-02-23,SKU0063,1383,94,9,365
2025-03-02,SKU0063,1365,100,9,365
2025-03-09,SKU0063,1438,89,9,365
2025-03-16,SKU0063,1405,91,9,365
2025-03-23,SKU0063,1391,97,9,365
2025-03-30,SKU0063,1451,96,9,365
2025-04-06,SKU0063,1379,96,9,365
2025-04-13,SKU0063,1385,87,9,365
2025-04-20,SKU0063,1338,112,9,365
2025-04-27,SKU0063,1422,105,9,365
2025-05-04,SKU0063,1473,93,9,365
2025-05-11,SKU0063,1397,85,9,365
2025-05-18,SKU0063,1419,70,9,365
2025-05-25,SKU0063,1380,83,9,365
2025-06-01,SKU0063,1337,99,9,365
2025-06-08,SKU0063,1064,91,9,365
2025-06-15,SKU0063,851,98,9,365
2025-06-22,SKU0063,831,90,9,365
2025-06-29,SKU0063,659,89,9,365
2025-07-06,SKU0063,663,105,9,365
2025-07-13,SKU0063,635,88,9,365
2025-07-20,SKU0063,603,86,9,365
2025-07-27,SKU0063,632,105,9,365
2025-08-03,SKU0063,627,79,9,365
2025-08-10,SKU0063,705,101,9,365
2025-08-17,SKU0063,712,87,9,365
2025-08-24,SKU0063,685,85,9,365
2025-08-31,SKU0063,682,101,9,365
2025-06-26,SKU0064,996,126,19,483
2025-07-03,SKU0064,1064,123,19,483
2025-07-10,SKU0064,1094,131,19,483
2025-07-17,SKU0064,1005,119,19,483
2025-07-24,SKU0064,997,114,19,483
2025-07-31,SKU0064,937,120,19,483
2025-08-07,SKU0064,868,120,19,483
2025-08-14,SKU0064,875,135,19,483
2025-08-21,SKU0064,878,145,19,483
2025-08-28,SKU0064,889,130,19,483
2023-11-11,SKU0065,962,210,20,917
2023-11-18,SKU0065,831,201,20,917
2023-11-25,SKU0065,524,184,20,917
2023-12-02,SKU0065,506,192,20,917
2023-12-09,SKU0065,487,200,20,917
2023-12-16,SKU0065,532,195,20,917
2023-12-23,SKU0065,410,194,20,917
2023-12-30,SKU0065,322,188,20,917
2024-01-06,SKU0065,210,222,20,917
2024-01-13,SKU0065,115,201,20,917
2024-01-20,SKU0065,144,220,20,917
2024-01-27,SKU0065,271,195,20,917
2024-02-03,SKU0065,295,225,20,917
2024-02-10,SKU0065,282,203,20,917
2024-02-17,SKU0065,353,221,20,917
2024-02-24,SKU0065,414,205,20,917
2024-03-02,SKU0065,442,204,20,917
2024-03-09,SKU0065,453,237,20,917
2024-03-16,SKU0065,492,202,20,917
2024-03-23,SKU0065,489,220,20,917
2024-03-30,SKU0065,668,208,20,917
2024-04-06,SKU0065,688,194,20,917
2024-04-13,SKU0065,749,201,20,917
2024-04-20,SKU0065,903,197,20,917
2024-04-27,SKU0065,1033,208,20,917
2024-05-04,SKU0065,1127,205,20,917
2024-05-11,SKU0065,1213,167,20,917
2024-05-18,SKU0065,1248,200,20,917
2024-05-25,SKU0065,1197,202,20,917
2024-06-01,SKU0065,1281,217,20,917
2024-06-08,SKU0065,1086,215,20,917
2024-06-15,SKU0065,1121,214,20,917
2024-06-22,SKU0065,1145,201,20,917
2024-06-29,SKU0065,1161,201,20,917
2024-07-06,SKU0065,1000,192,20,917
2024-07-13,SKU0065,964,225,20,917
2024-07-20,SKU0065,882,193,20,917
2024-07-27,SKU0065,808,216,20,917
2024-08-03,SKU0065,695,199,20,917
2024-08-10,SKU0065,747,187,20,917
2024-08-17,SKU0065,708,227,20,917
2024-08-24,SKU0065,690,215,20,917
2024-08-31,SKU0065,706,198,20,917
2024-09-07,SKU0065,753,209,20,917
2024-09-14,SKU0065,610,201,20,917
2024-09-21,SKU0065,601,178,20,917
2024-09-28,SKU0065,612,197,20,917
2024-10-05,SKU0065,476,190,20,917
2024-10-12,SKU0065,303,204,20,917
2024-10-19,SKU0065,386,188,20,917
2024-10-26,SKU0065,473,185,20,917
2024-11-02,SKU0065,386,205,20,917
2024-11-09,SKU0065,361,220,20,917
2024-11-16,SKU0065,57,209,20,917
2024-11-23,SKU0065,0,193,20,917
2024-11-30,SKU0065,0,218,20,917
2024-12-07,SKU0065,0,183,20,917
2024-12-14,SKU0065,28,217,20,917
2024-12-21,SKU0065,0,213,20,917
2024-12-28,SKU0065,0,215,20,917
2025-01-04,SKU0065,0,213,20,917
2025-01-11,SKU0065,65,195,20,917
2025-01-18,SKU0065,148,203,20,917
2025-01-25,SKU0065,134,205,20,917
2025-02-01,SKU0065,191,223,20,917
2025-02-08,SKU0065,108,199,20,917
2025-02-15,SKU0065,83,188,20,917
2025-02-22,SKU0065,162,188,20,917
2025-03-01,SKU0065,189,220,20,917
2025-03-08,SKU0065,188,210,20,917
2025-03-15,SKU0065,204,189,20,917
2025-03-22,SKU0065,222,193,20,917
2025-03-29,SKU0065,201,180,20,917
2025-04-05,SKU0065,302,218,20,917
2025-04-12,SKU0065,368,211,20,917
2025-04-19,SKU0065,552,201,20,917
2025-04-26,SKU0065,632,217,20,917
2025-05-03,SKU0065,678,188,20,917
2025-05-10,SKU0065,766,195,20,917
2025-05-17,SKU0065,666,209,20,917
2025-05-24,SKU0065,547,206,20,917
2025-05-31,SKU0065,578,202,20,917
2025-06-07,SKU0065,435,195,20,917
2025-06-14,SKU0065,415,196,20,917
2025-06-21,SKU0065,270,161,20,917
2025-06-28,SKU0065,318,212,20,917
2025-07-05,SKU0065,250,206,20,917
2025-07-12,SKU0065,150,175,20,917
2025-07-19,SKU0065,112,197,20,917
2025-07-26,SKU0065,0,204,20,917
2025-08-02,SKU0065,0,237,20,917
2025-08-09,SKU0065,0,200,20,917
2025-08-16,SKU0065,81,180,20,917
2025-08-23,SKU0065,0,227,20,917
2025-08-30,SKU0065,0,215,20,917
2025-04-08,SKU0066,60,19,20,81
2025-04-15,SKU0066,67,22,20,81
2025-04-22,SKU0066,76,24,20,81
2025-04-29,SKU0066,75,24,20,81
2025-05-06,SKU0066,87,26,20,81
2025-05-13,SKU0066,88,19,20,81
2025-05-20,SKU0066,92,23,20,81
2025-05-27,SKU0066,91,20,20,81
2025-06-03,SKU0066,87,21,20,81
2025-06-10,SKU0066,68,18,20,81
2025-06-17,SKU0066,77,23,20,81
2025-06-24,SKU0066,78,20,20,81
2025-07-01,SKU0066,70,20,20,81
2025-07-08,SKU0066,82,16,20,81
2025-07-15,SKU0066,83,19,20,81
2025-07-22,SKU0066,81,21,20,81
2025-07-29,SKU0066,72,17,20,81
2025-08-05,SKU0066,55,20,20,81
2025-08-12,SKU0066,42,17,20,81
2025-08-19,SKU0066,41,17,20,81
2025-08-26,SKU0066,29,12,20,81
2025-02-27,SKU0067,1577,111,9,365
2025-03-06,SKU0067,1547,93,9,365
2025-03-13,SKU0067,1352,70,9,365
2025-03-20,SKU0067,1393,99,9,365
2025-03-27,SKU0067,1275,104,9,365
2025-04-03,SKU0067,1283,101,9,365
2025-04-10,SKU0067,1198,91,9,365
2025-04-17,SKU0067,1174,107,9,365
2025-04-24,SKU0067,1305,99,9,365
2025-05-01,SKU0067,1203,88,9,365
2025-05-08,SKU0067,1305,88,9,365
2025-05-15,SKU0067,1396,102,9,365
2025-05-22,SKU0067,1428,85,9,365
2025-05-29,SKU0067,1416,109,9,365
2025-06-05,SKU0067,1337,119,9,365
2025-06-12,SKU0067,1310,107,9,365
2025-06-19,SKU0067,1338,110,9,365
2025-06-26,SKU0067,1418,94,9,365
2025-07-03,SKU0067,1508,95,9,365
2025-07-10,SKU0067,1478,87,9,365
2025-07-17,SKU0067,1506,105,9,365
2025-07-24,SKU0067,1618,94,9,365
2025-07-31,SKU0067,1611,99,9,365
2025-08-07,SKU0067,1706,124,9,365
2025-08-14,SKU0067,1618,84,9,365
2025-08-21,SKU0067,1605,115,9,365
2025-08-28,SKU0067,1590,87,9,365
2024-04-14,SKU0068,861,215,18,930
2024-04-21,SKU0068,842,203,18,930
2024-04-28,SKU0068,872,229,18,930
2024-05-05,SKU0068,886,249,18,930
2024-05-12,SKU0068,913,204,18,930
2024-05-19,SKU0068,1053,213,18,930
2024-05-26,SKU0068,1234,218,18,930
2024-06-02,SKU0068,1221,247,18,930
2024-06-09,SKU0068,1056,203,18,930
2024-06-16,SKU0068,1081,214,18,930
2024-06-23,SKU0068,1282,225,18,930
2024-06-30,SKU0068,1356,205,18,930
2024-07-07,SKU0068,1512,215,18,930
2024-07-14,SKU0068,1543,251,18,930
2024-07-21,SKU0068,1471,219,18,930
2024-07-28,SKU0068,1546,192,18,930
2024-08-04,SKU0068,1498,239,18,930
2024-08-11,SKU0068,1565,235,18,930
2024-08-18,SKU0068,1619,209,18,930
2024-08-25,SKU0068,1546,230,18,930
2024-09-01,SKU0068,1640,205,18,930
2024-09-08,SKU0068,1718,220,18,930
