sku_id,category,subcategory,forecast_avg_weekly,forecast_horizon_units,on_hand_units,on_order_units,lead_time_days,reorder_point,weeks_of_cover,stockout_risk,overstock_risk,risk_quadrant,recommended_action,sales_at_risk_rupees,capital_locked_rupees,revenue_at_stake
SKU0157,Furniture,Tables,150.23333333333332,901.4,612,106,16,548,4.073663190592412,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0158,Small Appliances,Cleaning,270.05,1620.3,808,133,16,519,2.99203851138678,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0159,Small Appliances,Kitchen,44.800000000000004,268.8,237,16,8,73,5.290178571428571,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0155,Decor,Rugs,167.35,1004.1,359,96,13,439,2.1452046608903497,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0152,Furniture,Tables,55.48333333333333,332.9,182,37,11,138,3.280264343646741,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0151,Decor,Lighting,25.233333333333334,151.4,116,10,7,30,4.597093791281374,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0172,Furniture,Tables,45.48333333333333,272.9,316,26,9,108,6.947599853426165,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0174,Textiles,Throws,206.0666666666667,1236.4,613,188,15,740,2.9747654480750563,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0173,Furniture,Chairs,77.76666666666667,466.59999999999997,229,22,5,89,2.944706386626661,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0169,Decor,Wall Art,169.56666666666666,1017.4,647,43,5,151,3.815608413603303,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0168,Furniture,Chairs,93.81666666666666,562.9,725,94,17,406,7.727837981879553,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0184,Textiles,Cushions,270.68333333333334,1624.1,701,114,10,412,2.5897420109599163,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0178,Furniture,Chairs,96.66666666666667,580.0,293,32,7,117,3.0310344827586206,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0179,Decor,Wall Art,283.6166666666667,1701.7,1338,213,19,953,4.7176353058705995,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0180,Small Appliances,Kitchen,255.5666666666667,1533.4,1437,239,20,1075,5.62279900873875,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0170,Furniture,Storage,251.1,1506.6,1145,94,9,377,4.559936280366388,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0188,Decor,Rugs,244.5666666666667,1467.4,864,222,19,1109,3.5327790650129476,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0185,Textiles,Throws,187.70000000000002,1126.2,1164,69,7,328,6.201385189131592,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0186,Small Appliances,Climate,111.33333333333333,668.0,584,87,14,298,5.245508982035928,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0192,Small Appliances,Climate,53.6,321.6,133,52,18,230,2.4813432835820897,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0190,Furniture,Chairs,208.3166666666667,1249.9,1053,65,6,292,5.0548043843507475,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0187,Textiles,Bedding,235.01666666666665,1410.1,656,170,16,683,2.791291397773208,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0193,Furniture,Storage,46.36666666666667,278.2,290,41,19,150,6.2544931703810205,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0196,Small Appliances,Kitchen,75.28333333333333,451.7,300,51,13,223,3.9849457604604828,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0195,Decor,Rugs,124.33333333333333,746.0,473,67,10,241,3.804289544235925,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0198,Furniture,Tables,61.71666666666667,370.3,188,58,20,274,3.046178773967054,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
SKU0200,Furniture,Storage,45.6,273.6,60,13,5,49,1.3157894736842104,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0
